"decimalLongitude","decimalLatitude","category","kingdom","phylum","class","order","family","genus","speciesFixed","year","month","userNumber","original.inat.taxonID","species","root","user","hour","xbin","ybin","geo_bin","user_obs","user_spp","user_visits","user_locations","obs_id"
-122.5745697021,37.9060592651,"plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Melanthiaceae","Toxicoscordion","Toxicoscordion fremontii",2009,2,1,49649,"Toxicoscordion fremontii","life",1,5,3,4,"3 4",0.989937106918239,0.991194968553459,0.989937106918239,0.986163522012579,11
-122.5968170166,37.9070320129,"plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Scoliopus","Scoliopus bigelovii",2009,2,1,48990,"Scoliopus bigelovii","life",1,5,3,4,"3 4",0.989937106918239,0.991194968553459,0.989937106918239,0.986163522012579,12
-122.5891418457,37.9092483521,"plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rhamnaceae","Ceanothus","Ceanothus cuneatus",2009,2,1,49673,"Ceanothus cuneatus","life",1,5,3,4,"3 4",0.989937106918239,0.991194968553459,0.989937106918239,0.986163522012579,13
-122.5877456665,37.9103813171,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Pedicularis","Pedicularis densiflora",2009,2,1,49645,"Pedicularis densiflora","life",1,5,3,4,"3 4",0.989937106918239,0.991194968553459,0.989937106918239,0.986163522012579,14
-122.5888366699,37.9036941528,"invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Hippodamia","Hippodamia convergens",2009,2,1,48987,"Hippodamia convergens","life",1,5,3,4,"3 4",0.989937106918239,0.991194968553459,0.989937106918239,0.986163522012579,15
-122.5888977051,37.9036445618,"plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Scoliopus","Scoliopus bigelovii",2009,2,1,48990,"Scoliopus bigelovii","life",1,5,3,4,"3 4",0.989937106918239,0.991194968553459,0.989937106918239,0.986163522012579,16
-122.5893325806,37.9038619995,"plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Melanthiaceae","Trillium","Trillium ovatum",2009,2,1,49463,"Trillium ovatum","life",1,5,3,4,"3 4",0.989937106918239,0.991194968553459,0.989937106918239,0.986163522012579,17
-122.5921783447,37.9042396545,"plant","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Cardamine","Cardamine californica",2009,2,1,49651,"Cardamine californica","life",1,5,3,4,"3 4",0.989937106918239,0.991194968553459,0.989937106918239,0.986163522012579,18
-122.5954437256,37.9062309265,"plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Scoliopus","Scoliopus bigelovii",2009,2,1,48990,"Scoliopus bigelovii","life",1,5,3,4,"3 4",0.989937106918239,0.991194968553459,0.989937106918239,0.986163522012579,19
-122.516242981,37.5203895569,"invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Rostangidae","Rostanga","Rostanga pulchra",2008,2,1,47473,"Rostanga pulchra","life",1,5,3,2,"3 2",0.989937106918239,0.991194968553459,0.989937106918239,0.986163522012579,20
-122.5163269043,37.5203704834,"invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Fionidae","Cuthona","Cuthona abronia",2007,3,1,50512,"Cuthona abronia","life",1,5,3,2,"3 2",0.989937106918239,0.991194968553459,0.989937106918239,0.986163522012579,21
-122.5168533325,37.5208053589,"invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Panopeidae","Lophopanopeus","Lophopanopeus bellus",2009,3,1,50818,"Lophopanopeus bellus","life",1,5,3,2,"3 2",0.989937106918239,0.991194968553459,0.989937106918239,0.986163522012579,22
-122.5168838501,37.5207443237,"invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Dorididae","Doris","Doris montereyensis",2009,3,1,47469,"Doris montereyensis","life",1,5,3,2,"3 2",0.989937106918239,0.991194968553459,0.989937106918239,0.986163522012579,23
-122.5168533325,37.5206184387,"invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Dotidae","Doto","Doto amyra",2009,3,1,47655,"Doto amyra","life",1,5,3,2,"3 2",0.989937106918239,0.991194968553459,0.989937106918239,0.986163522012579,24
-122.5161819458,37.5200767517,"invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Discodorididae","Diaulula","Diaulula sandiegensis",2009,3,1,508884,"Diaulula sandiegensis","life",1,5,3,2,"3 2",0.989937106918239,0.991194968553459,0.989937106918239,0.986163522012579,25
-122.5161895752,37.520198822,"invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Rostangidae","Rostanga","Rostanga pulchra",2009,3,1,47473,"Rostanga pulchra","life",1,5,3,2,"3 2",0.989937106918239,0.991194968553459,0.989937106918239,0.986163522012579,26
-122.5164031982,37.5204200745,"invertebrate","Animalia","Echinodermata","Holothuroidea","Dendrochirotida","Psolidae","Lissothuria","Lissothuria nutriens",2008,2,1,49484,"Lissothuria nutriens","life",1,5,3,2,"3 2",0.989937106918239,0.991194968553459,0.989937106918239,0.986163522012579,27
-122.518264,37.522765,"invertebrate","Animalia","Mollusca","Polyplacophora","Chitonida","Tonicellidae","Tonicella","Tonicella lokii",2008,2,1,50886,"Tonicella lokii","life",1,5,3,2,"3 2",0.989937106918239,0.991194968553459,0.989937106918239,0.986163522012579,28
-122.5146865845,37.5174102783,"invertebrate","Animalia","Mollusca","Polyplacophora","Chitonida","Tonicellidae","Tonicella","Tonicella lineata",2008,2,1,47425,"Tonicella lineata","life",1,5,3,2,"3 2",0.989937106918239,0.991194968553459,0.989937106918239,0.986163522012579,29
-122.7914886475,38.0412902832,"mammal","Animalia","Chordata","Mammalia","Carnivora","Felidae","Lynx","Lynx rufus",2009,8,1,41976,"Lynx rufus","life",1,5,2,5,"2 5",0.989937106918239,0.991194968553459,0.989937106918239,0.986163522012579,30
-122.2814407349,37.4617233276,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus","Mimulus douglasii",2010,3,1,54486,"Mimulus douglasii","life",1,5,5,1,"5 1",0.989937106918239,0.991194968553459,0.989937106918239,0.986163522012579,31
-122.2820968628,37.46301651,"plant","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Onagraceae","Tetrapteron","Tetrapteron graciliflorum",2010,3,1,79338,"Tetrapteron graciliflorum","life",1,5,5,1,"5 1",0.989937106918239,0.991194968553459,0.989937106918239,0.986163522012579,32
-122.2822341919,37.462928772,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus","Mimulus douglasii",2010,3,1,54486,"Mimulus douglasii","life",1,5,5,1,"5 1",0.989937106918239,0.991194968553459,0.989937106918239,0.986163522012579,33
-122.2863388062,37.4641036987,"fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita velosa",2010,3,1,51314,"Amanita velosa","life",1,5,5,1,"5 1",0.989937106918239,0.991194968553459,0.989937106918239,0.986163522012579,34
-122.2825469971,37.4643363953,"plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Orchidaceae","Corallorhiza","Corallorhiza striata",2010,3,1,50708,"Corallorhiza striata","life",1,5,5,1,"5 1",0.989937106918239,0.991194968553459,0.989937106918239,0.986163522012579,35
-122.6083526611,37.9049263,"plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Orchidaceae","Calypso","Calypso bulbosa",2010,3,1,47215,"Calypso bulbosa","life",1,5,3,4,"3 4",0.989937106918239,0.991194968553459,0.989937106918239,0.986163522012579,36
-122.6129226685,37.8961601257,"plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Prosartes","Prosartes smithii",2010,3,1,57506,"Prosartes smithii","life",1,5,3,4,"3 4",0.989937106918239,0.991194968553459,0.989937106918239,0.986163522012579,37
-122.6152496338,37.8950004578,"plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus spectabilis",2010,3,1,47543,"Rubus spectabilis","life",1,5,3,4,"3 4",0.989937106918239,0.991194968553459,0.989937106918239,0.986163522012579,38
-122.6203231812,37.8925514221,"plant","Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Adoxaceae","Sambucus","Sambucus racemosa",2010,3,1,57824,"Sambucus racemosa","life",1,5,3,4,"3 4",0.989937106918239,0.991194968553459,0.989937106918239,0.986163522012579,39
-122.6256103516,37.9030380249,"plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Orchidaceae","Corallorhiza","Corallorhiza maculata",2010,3,1,49475,"Corallorhiza maculata","life",1,5,3,4,"3 4",0.989937106918239,0.991194968553459,0.989937106918239,0.986163522012579,40
-122.4862136841,37.5656166077,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Lepechinia","Lepechinia calycina",2010,5,1,57114,"Lepechinia calycina","life",1,5,4,2,"4 2",0.989937106918239,0.991194968553459,0.989937106918239,0.986163522012579,41
-122.4497070313,37.6122741699,"plant","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron diversilobum",2010,12,7,51080,"Toxicodendron diversilobum","life",7,5,4,2,"4 2",0.993710691823899,0.99622641509434,0.993710691823899,0.99874213836478,42
-122.4583740234,37.6056785583,"plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Acaena","Acaena pinnatifida",2010,12,7,61224,"Acaena pinnatifida","life",7,5,4,2,"4 2",0.993710691823899,0.99622641509434,0.993710691823899,0.99874213836478,43
-122.456703186,37.6139602661,"plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Eriophyllum","Eriophyllum staechadifolium",2010,12,7,60963,"Eriophyllum staechadifolium","life",7,5,4,2,"4 2",0.993710691823899,0.99622641509434,0.993710691823899,0.99874213836478,44
-122.4507369995,37.6119346619,"plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Holodiscus","Holodiscus discolor",2010,12,7,53414,"Holodiscus discolor","life",7,5,4,2,"4 2",0.993710691823899,0.99622641509434,0.993710691823899,0.99874213836478,45
-122.4498977661,37.6124038696,"plant","Plantae","Equisetophyta","Equisetopsida","Equisetales","Equisetaceae","Equisetum","Equisetum hyemale",2010,12,7,53910,"Equisetum hyemale","life",7,5,4,2,"4 2",0.993710691823899,0.99622641509434,0.993710691823899,0.99874213836478,46
-122.4563369751,37.6085624695,"plant","Plantae","Pteridophyta","Filicopsida","Polypodiales","Polypodiaceae","Polypodium","Polypodium scouleri",2010,12,7,64288,"Polypodium scouleri","life",7,5,4,2,"4 2",0.993710691823899,0.99622641509434,0.993710691823899,0.99874213836478,47
-122.4524765015,37.6168899536,"plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rhamnaceae","Ceanothus","Ceanothus thyrsiflorus",2010,12,7,56617,"Ceanothus thyrsiflorus","life",7,5,4,2,"4 2",0.993710691823899,0.99622641509434,0.993710691823899,0.99874213836478,48
-122.4527511597,37.6173591614,"mammal","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","Sylvilagus","Sylvilagus bachmani",2010,12,7,43112,"Sylvilagus bachmani","life",7,5,4,2,"4 2",0.993710691823899,0.99622641509434,0.993710691823899,0.99874213836478,49
-122.4509735107,37.611656189,"plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rhamnaceae","Rhamnus","Rhamnus crocea",2010,12,7,57243,"Rhamnus crocea","life",7,5,4,2,"4 2",0.993710691823899,0.99622641509434,0.993710691823899,0.99874213836478,50
-122.4505691528,37.6133613586,"plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Grossulariaceae","Ribes","Ribes menziesii",2010,12,7,52687,"Ribes menziesii","life",7,5,4,2,"4 2",0.993710691823899,0.99622641509434,0.993710691823899,0.99874213836478,51
-122.4587020874,37.6075363159,"plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Vaccinium ovatum",2010,12,7,48349,"Vaccinium ovatum","life",7,5,4,2,"4 2",0.993710691823899,0.99622641509434,0.993710691823899,0.99874213836478,52
-122.4511642456,37.610710144,"plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Prunus","Prunus ilicifolia",2010,12,7,57250,"Prunus ilicifolia","life",7,5,4,2,"4 2",0.993710691823899,0.99622641509434,0.993710691823899,0.99874213836478,53
-122.4534835815,37.6105041504,"plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Cirsium","Cirsium vulgare",2010,12,7,52989,"Cirsium vulgare","life",7,5,4,2,"4 2",0.993710691823899,0.99622641509434,0.993710691823899,0.99874213836478,54
-122.4603042603,37.6100158691,"plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Crassulaceae","Dudleya","Dudleya farinosa",2010,12,7,51889,"Dudleya farinosa","life",7,5,4,2,"4 2",0.993710691823899,0.99622641509434,0.993710691823899,0.99874213836478,55
-122.4520263672,37.6093482971,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus","Mimulus aurantiacus",2010,12,7,48858,"Mimulus aurantiacus","life",7,5,4,2,"4 2",0.993710691823899,0.99622641509434,0.993710691823899,0.99874213836478,56
-122.4818730354,37.8276905511,"bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Zonotrichia leucophrys",2010,12,7,9176,"Zonotrichia leucophrys","life",7,5,4,4,"4 4",0.993710691823899,0.99622641509434,0.993710691823899,0.99874213836478,57
-122.4812078476,37.8300022952,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus","Mimulus aurantiacus",2010,12,7,48858,"Mimulus aurantiacus","life",7,5,4,4,"4 4",0.993710691823899,0.99622641509434,0.993710691823899,0.99874213836478,58
-122.454922,37.805816,"plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus chamissonis",2008,4,15,61011,"Lupinus chamissonis","life",15,5,4,4,"4 4",0.890566037735849,0.89685534591195,0.918238993710692,0.969811320754717,59
-122.4522829056,37.6146529515,"plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Eriodictyon","Eriodictyon californicum",2010,6,15,57095,"Eriodictyon californicum","life",15,5,4,2,"4 2",0.890566037735849,0.89685534591195,0.918238993710692,0.969811320754717,60
-122.4539995193,37.6108454493,"plant","Plantae","Magnoliophyta","Magnoliopsida","Malvales","Malvaceae","Sidalcea","Sidalcea malviflora",2010,6,15,48795,"Sidalcea malviflora","life",15,5,4,2,"4 2",0.890566037735849,0.89685534591195,0.918238993710692,0.969811320754717,61
-122.4520683289,37.615455221,"plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Orchidaceae","Piperia","Piperia elegans",2009,8,15,132362,"Piperia elegans","life",15,5,4,2,"4 2",0.890566037735849,0.89685534591195,0.918238993710692,0.969811320754717,62
-122.4531841278,37.6181067305,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Monardella","Monardella villosa",2010,6,15,52181,"Monardella villosa","life",15,5,4,2,"4 2",0.890566037735849,0.89685534591195,0.918238993710692,0.969811320754717,63
-122.4532699585,37.6181067305,"plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Calochortus","Calochortus albus",2010,6,15,51315,"Calochortus albus","life",15,5,4,2,"4 2",0.890566037735849,0.89685534591195,0.918238993710692,0.969811320754717,64
-122.4532699585,37.6185826325,"plant","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron diversilobum",2007,8,15,51080,"Toxicodendron diversilobum","life",15,5,4,2,"4 2",0.890566037735849,0.89685534591195,0.918238993710692,0.969811320754717,65
-122.4780750275,37.5764875281,"plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Grossulariaceae","Ribes","Ribes sanguineum",2011,2,14,53436,"Ribes sanguineum","life",14,5,4,2,"4 2",0.456603773584906,0.539622641509434,0.689308176100629,0.722012578616352,66
-122.4789762497,37.5767086066,"plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Vaccinium ovatum",2011,2,14,48349,"Vaccinium ovatum","life",14,5,4,2,"4 2",0.456603773584906,0.539622641509434,0.689308176100629,0.722012578616352,67
-122.4906743801,37.7922800216,"plant","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Erysimum","Erysimum franciscanum",2011,2,15,57402,"Erysimum franciscanum","life",15,5,3,4,"3 4",0.890566037735849,0.89685534591195,0.918238993710692,0.969811320754717,68
-122.4338293076,37.8061899056,"microbe","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","Undaria pinnatifida",2009,5,24,68786,"Undaria pinnatifida","life",24,5,4,4,"4 4",0.967295597484277,0.976100628930818,0.968553459119497,0.966037735849057,69
-122.7237843,38.0247079,"plant","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Onagraceae","Clarkia","Clarkia concinna",2010,5,24,51854,"Clarkia concinna","life",24,5,2,5,"2 5",0.967295597484277,0.976100628930818,0.968553459119497,0.966037735849057,70
-122.7237843,38.0247079,"plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Aquilegia","Aquilegia formosa",2010,5,24,48244,"Aquilegia formosa","life",24,5,2,5,"2 5",0.967295597484277,0.976100628930818,0.968553459119497,0.966037735849057,71
-122.471996005,37.8092437899,"plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Calochortus","Calochortus umbellatus",2011,4,24,51054,"Calochortus umbellatus","life",24,5,4,4,"4 4",0.967295597484277,0.976100628930818,0.968553459119497,0.966037735849057,72
-122.4992752075,37.5014530336,"plant","Plantae","Magnoliophyta","Magnoliopsida","Malvales","Malvaceae","Sidalcea","Sidalcea malviflora",2011,4,27,48795,"Sidalcea malviflora","life",27,5,3,2,"3 2",0.386163522012579,0.39622641509434,0.647798742138365,0.405031446540881,73
-122.4991035461,37.5018275427,"plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Fragaria","Fragaria chiloensis",2011,4,27,55367,"Fragaria chiloensis","life",27,5,3,2,"3 2",0.386163522012579,0.39622641509434,0.647798742138365,0.405031446540881,74
-122.4306793213,37.8575172424,"plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Montiaceae","Claytonia","Claytonia perfoliata",2011,4,28,52994,"Claytonia perfoliata","life",28,5,4,4,"4 4",0.89685534591195,0.880503144654088,0.835220125786164,0.879245283018868,75
-122.4318389893,37.8696746826,"plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Arbutus","Arbutus menziesii",2011,4,28,51046,"Arbutus menziesii","life",28,5,4,4,"4 4",0.89685534591195,0.880503144654088,0.835220125786164,0.879245283018868,76
-122.4788589478,37.8223266602,"plant","Plantae","Magnoliophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus agrifolia",2011,4,28,47850,"Quercus agrifolia","life",28,5,4,4,"4 4",0.89685534591195,0.880503144654088,0.835220125786164,0.879245283018868,77
-122.4383010864,37.8568267822,"plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Sisyrinchium","Sisyrinchium bellum",2011,4,28,49918,"Sisyrinchium bellum","life",28,5,4,4,"4 4",0.89685534591195,0.880503144654088,0.835220125786164,0.879245283018868,78
-122.43775177,37.8571624756,"plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Papaveraceae","Eschscholzia","Eschscholzia californica",2011,4,28,48225,"Eschscholzia californica","life",28,5,4,4,"4 4",0.89685534591195,0.880503144654088,0.835220125786164,0.879245283018868,79
-122.6107881,37.8890472,"plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Scoliopus","Scoliopus bigelovii",2010,3,24,48990,"Scoliopus bigelovii","life",24,5,3,4,"3 4",0.967295597484277,0.976100628930818,0.968553459119497,0.966037735849057,80
-122.612421,37.909575,"plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Polemoniaceae","Gilia","Gilia clivorum",2009,4,15,56630,"Gilia clivorum","life",15,5,3,4,"3 4",0.890566037735849,0.89685534591195,0.918238993710692,0.969811320754717,81
-122.6798207935,37.9414800166,"plant","Plantae","Pinophyta","Pinopsida","Pinales","Cupressaceae","Cupressus","Cupressus sargentii",2008,12,15,83149,"Cupressus sargentii","life",15,5,2,5,"2 5",0.890566037735849,0.89685534591195,0.918238993710692,0.969811320754717,82
-122.5379257202,37.8585128784,"plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis pilularis",2011,5,24,53359,"Baccharis pilularis","life",24,5,3,4,"3 4",0.967295597484277,0.976100628930818,0.968553459119497,0.966037735849057,83
-122.53881073,37.8577232361,"mammal","Animalia","Chordata","Mammalia","Carnivora","Felidae","Lynx","Lynx rufus",2011,5,24,41976,"Lynx rufus","life",24,5,3,4,"3 4",0.967295597484277,0.976100628930818,0.968553459119497,0.966037735849057,84
-122.5398788452,37.8497581482,"plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Sisyrinchium","Sisyrinchium californicum",2011,5,24,60550,"Sisyrinchium californicum","life",24,5,3,4,"3 4",0.967295597484277,0.976100628930818,0.968553459119497,0.966037735849057,85
-122.5401611328,37.8495674133,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus","Mimulus guttatus",2011,5,24,48014,"Mimulus guttatus","life",24,5,3,4,"3 4",0.967295597484277,0.976100628930818,0.968553459119497,0.966037735849057,86
-122.5408706665,37.8492355347,"plant","Plantae","Magnoliophyta","Magnoliopsida","Geraniales","Geraniaceae","Erodium","Erodium botrys",2011,5,24,57090,"Erodium botrys","life",24,5,3,4,"3 4",0.967295597484277,0.976100628930818,0.968553459119497,0.966037735849057,87
-122.5456314087,37.8492050171,"plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Pseudognaphalium","Pseudognaphalium californicum",2011,5,24,53077,"Pseudognaphalium californicum","life",24,5,3,4,"3 4",0.967295597484277,0.976100628930818,0.968553459119497,0.966037735849057,88
-122.5404205322,37.849319458,"plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Rumex acetosella",2011,5,24,53195,"Rumex acetosella","life",24,5,3,4,"3 4",0.967295597484277,0.976100628930818,0.968553459119497,0.966037735849057,89
-122.5359573364,37.8604202271,"bird","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","Callipepla californica",2011,5,24,1409,"Callipepla californica","life",24,5,3,4,"3 4",0.967295597484277,0.976100628930818,0.968553459119497,0.966037735849057,90
-122.2822093964,37.4623235089,"plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Papaveraceae","Platystemon","Platystemon californicus",2011,4,14,51288,"Platystemon californicus","life",14,5,5,1,"5 1",0.456603773584906,0.539622641509434,0.689308176100629,0.722012578616352,91
-122.290545,37.467596,"plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Calochortus","Calochortus argillosus",2010,6,15,64330,"Calochortus argillosus","life",15,5,5,1,"5 1",0.890566037735849,0.89685534591195,0.918238993710692,0.969811320754717,92
-122.452111,37.614278,"plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Eriophyllum","Eriophyllum confertiflorum",2010,6,15,53397,"Eriophyllum confertiflorum","life",15,5,4,2,"4 2",0.890566037735849,0.89685534591195,0.918238993710692,0.969811320754717,93
-122.458462,37.60634,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Castilleja","Castilleja affinis",2010,6,15,50042,"Castilleja affinis","life",15,5,4,2,"4 2",0.890566037735849,0.89685534591195,0.918238993710692,0.969811320754717,94
-122.450566,37.613343,"plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Calochortus","Calochortus albus",2010,6,15,51315,"Calochortus albus","life",15,5,4,2,"4 2",0.890566037735849,0.89685534591195,0.918238993710692,0.969811320754717,95
-122.45254,37.616709,"plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Delphinium","Delphinium californicum",2010,6,15,51858,"Delphinium californicum","life",15,5,4,2,"4 2",0.890566037735849,0.89685534591195,0.918238993710692,0.969811320754717,96
-122.5828691345,37.9094938217,"plant","Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Linaceae","Hesperolinon","Hesperolinon congestum",2011,5,24,57134,"Hesperolinon congestum","life",24,5,3,4,"3 4",0.967295597484277,0.976100628930818,0.968553459119497,0.966037735849057,97
