"decimalLongitude","decimalLatitude","category","kingdom","phylum","class","order","family","genus","speciesFixed","year","month","hour","userNumber","original.inat.taxonID","id","species","root","user","xbin","ybin","geo_bin","user_obs","user_spp","user_visits","user_locations","obs_id"
-122.8658591,38.0705092,"bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Circus","Circus cyaneus",2008,7,NA,11,5170,10193,"Circus cyaneus","life",11,3,4,"3 4",0.536312849162011,0.533519553072626,0.111731843575419,0.502793296089385,47
-122.9969423,38.0013176,"bird","Animalia","Chordata","Aves","Charadriiformes","Laridae","Hydroprogne","Hydroprogne caspia",2008,7,NA,11,144537,10226,"Hydroprogne caspia","life",11,1,3,"1 3",0.536312849162011,0.533519553072626,0.111731843575419,0.502793296089385,48
-122.9969423,38.0013176,"bird","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Tachycineta","Tachycineta thalassina",2008,7,NA,11,11931,10303,"Tachycineta thalassina","life",11,1,3,"1 3",0.536312849162011,0.533519553072626,0.111731843575419,0.502793296089385,49
-122.9532659054,38.1190982466,"plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Nyctaginaceae","Abronia","Abronia latifolia",2009,7,12,15,52618,11424,"Abronia latifolia","life",15,2,5,"2 5",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,50
-122.9455277324,38.1185470673,"plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Anaphalis","Anaphalis margaritacea",2010,7,9,15,52833,11425,"Anaphalis margaritacea","life",15,2,5,"2 5",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,51
-122.9513561726,38.1177646055,"plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Crassulaceae","Dudleya","Dudleya farinosa",2010,7,12,15,51889,11426,"Dudleya farinosa","life",15,2,5,"2 5",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,52
-122.9437091947,38.1188509338,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Mentha","Mentha arvensis",2010,7,9,15,58188,11427,"Mentha arvensis","life",15,2,5,"2 5",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,53
-122.9513776302,38.1195709237,"plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Potentilla","Potentilla anserina",2009,7,12,15,62216,11428,"Potentilla anserina","life",15,2,5,"2 5",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,54
-122.9493874311,38.1186323189,"bird","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes","Cathartes aura",2010,7,10,15,4756,11429,"Cathartes aura","life",15,2,5,"2 5",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,55
-122.951259,38.119297,"plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Agoseris","Agoseris apargioides",2009,7,12,15,58801,11430,"Agoseris apargioides","life",15,2,5,"2 5",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,56
-122.9493498802,38.1183689672,"plant","Plantae","Magnoliophyta","Magnoliopsida","Gentianales","Gentianaceae","Gentiana","Gentiana affinis",2009,7,11,15,67805,11431,"Gentiana affinis","life",15,2,5,"2 5",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,57
-122.9369688034,38.1234838971,"plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Cirsium","Cirsium occidentale",2009,7,9,15,52621,11433,"Cirsium occidentale","life",15,2,5,"2 5",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,58
-122.9440069199,38.1187234788,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Stachys","Stachys chamissonis",2010,7,9,15,52625,11434,"Stachys chamissonis","life",15,2,5,"2 5",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,59
-122.9531478882,38.1185040194,"plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Grindelia","Grindelia stricta",2009,7,12,15,61992,11437,"Grindelia stricta","life",15,2,5,"2 5",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,60
-122.946023941,38.1187403603,"plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Horkelia","Horkelia californica",2009,7,12,15,61737,11443,"Horkelia californica","life",15,2,5,"2 5",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,61
-122.9517316818,38.119381853,"plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Polypogon","Polypogon monspeliensis",2009,7,12,15,57197,11445,"Polypogon monspeliensis","life",15,2,5,"2 5",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,62
-122.9461151361,38.1187504893,"plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Horkelia","Horkelia californica",2010,7,10,15,61737,11446,"Horkelia californica","life",15,2,5,"2 5",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,63
-122.9512542486,38.119316016,"plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Artemisia","Artemisia pycnocephala",2010,7,11,15,60952,11447,"Artemisia pycnocephala","life",15,2,5,"2 5",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,64
-122.9515063763,38.1192636837,"plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Heliotropium","Heliotropium curassavicum",2009,7,12,15,58058,11449,"Heliotropium curassavicum","life",15,2,5,"2 5",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,65
-122.9486471415,38.1189699479,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Monardella","Monardella villosa",2009,7,10,15,52181,11450,"Monardella villosa","life",15,2,5,"2 5",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,66
-122.9507285357,38.1186998449,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Castilleja","Castilleja affinis",2009,7,10,15,50042,11451,"Castilleja affinis","life",15,2,5,"2 5",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,67
-122.9505354166,38.1187842522,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Castilleja","Castilleja exserta",2010,7,9,15,49343,11452,"Castilleja exserta","life",15,2,5,"2 5",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,68
-122.9386663601,38.044478625,"plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Orchidaceae","Piperia","Piperia elegans",2009,7,10,15,132362,11453,"Piperia elegans","life",15,2,4,"2 4",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,69
-122.9505890608,38.1186238782,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Castilleja","Castilleja ambigua",2010,7,11,15,60738,11454,"Castilleja ambigua","life",15,2,5,"2 5",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,70
-122.945895195,38.11862219,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Monardella","Monardella villosa",2009,7,10,15,52183,11455,"Monardella villosa","life",15,2,5,"2 5",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,71
-122.9507392645,38.1186745227,"plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis pilularis",2010,7,12,15,53359,11456,"Baccharis pilularis","life",15,2,5,"2 5",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,72
-122.9489636421,38.1182575493,"plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Themidaceae","Triteleia","Triteleia laxa",2009,7,11,15,51085,11457,"Triteleia laxa","life",15,2,5,"2 5",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,73
-122.9509431124,38.1194257445,"plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Persicaria","Persicaria amphibia",2010,7,12,15,78450,11458,"Persicaria amphibia","life",15,2,5,"2 5",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,74
-122.9438781738,38.1187910047,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Erythranthe","Erythranthe moschata",2009,7,10,15,453644,11459,"Erythranthe moschata","life",15,2,5,"2 5",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,75
-122.940562,38.122011,"plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Chorizanthe","Chorizanthe cuspidata",2009,7,9,15,61076,11460,"Chorizanthe cuspidata","life",15,2,5,"2 5",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,76
-122.966387,37.991096,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Orobanche","Orobanche californica",2010,8,11,15,57832,11494,"Orobanche californica","life",15,2,3,"2 3",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,77
-122.9715585709,37.9925439016,"plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Phacelia","Phacelia californica",2010,8,13,15,53170,11504,"Phacelia californica","life",15,2,3,"2 3",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,78
-122.966387,37.991096,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Orobanche","Orobanche californica",2010,8,11,15,57832,11613,"Orobanche californica","life",15,2,3,"2 3",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,79
-122.7440643311,37.9393238796,"mammal","Animalia","Chordata","Mammalia","Rodentia","Geomyidae","Thomomys","Thomomys bottae",2009,5,NA,18,44062,11863,"Thomomys bottae","life",18,5,2,"5 2",0.798882681564246,0.804469273743017,0.843575418994413,0.784916201117318,80
-122.8642853,38.0705092,"herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Pituophis","Pituophis catenifer",2009,5,NA,18,29044,12687,"Pituophis catenifer","life",18,3,4,"3 4",0.798882681564246,0.804469273743017,0.843575418994413,0.784916201117318,81
-122.8642853,38.0705092,"bird","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus occidentalis",2009,5,NA,18,4345,12688,"Larus occidentalis","life",18,3,4,"3 4",0.798882681564246,0.804469273743017,0.843575418994413,0.784916201117318,82
-122.8642853,38.0705092,"bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Zonotrichia leucophrys",2009,5,NA,18,9176,12689,"Zonotrichia leucophrys","life",18,3,4,"3 4",0.798882681564246,0.804469273743017,0.843575418994413,0.784916201117318,83
-122.8642853,38.0705092,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Plantaginaceae","Digitalis","Digitalis purpurea",2009,5,NA,18,53983,12690,"Digitalis purpurea","life",18,3,4,"3 4",0.798882681564246,0.804469273743017,0.843575418994413,0.784916201117318,84
-122.949821,38.118947,"plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Cerastium","Cerastium arvense",2011,4,14,15,50845,14505,"Cerastium arvense","life",15,2,5,"2 5",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,85
-122.9507124424,38.1188787883,"plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Calochortus","Calochortus tolmiei",2011,4,13,15,50840,14506,"Calochortus tolmiei","life",15,2,5,"2 5",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,86
-122.951087,38.118485,"plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus bicolor",2011,4,12,15,50614,14507,"Lupinus bicolor","life",15,2,5,"2 5",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,87
-122.882616,38.027394,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Castilleja","Castilleja ambigua",2011,4,9,15,60738,14509,"Castilleja ambigua","life",15,3,3,"3 3",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,88
-122.949231,38.119169,"plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Asparagaceae","Maianthemum","Maianthemum racemosum",2011,4,14,15,51062,14512,"Maianthemum racemosum","life",15,2,5,"2 5",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,89
-122.950508,38.118755,"plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Sisyrinchium","Sisyrinchium bellum",2011,4,12,15,49918,14513,"Sisyrinchium bellum","life",15,2,5,"2 5",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,90
-122.951087,38.119059,"plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Nemophila","Nemophila menziesii",2011,4,14,15,50648,14514,"Nemophila menziesii","life",15,2,5,"2 5",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,91
-122.947375,38.118265,"plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus spectabilis",2011,4,14,15,47543,14515,"Rubus spectabilis","life",15,2,5,"2 5",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,92
-122.965722,38.204346,"invertebrate","Animalia","Arthropoda","Insecta","Diptera","Cecidomyiidae","Rhopalomyia","Rhopalomyia californica",2009,1,14,15,55698,17457,"Rhopalomyia californica","life",15,2,6,"2 6",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,93
-122.940117,38.122192,"plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Cirsium","Cirsium quercetorum",2009,7,7,15,60954,21735,"Cirsium quercetorum","life",15,2,5,"2 5",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,94
-122.951554,38.118529,"plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Crassulaceae","Dudleya","Dudleya farinosa",2010,7,10,15,51889,21736,"Dudleya farinosa","life",15,2,5,"2 5",0.924581005586592,0.921787709497207,0.907821229050279,0.871508379888268,95
-122.8010101318,38.019241333,"plant","Plantae","Pteridophyta","Filicopsida","Polypodiales","Polypodiaceae","Polypodium","Polypodium scouleri",2011,6,13,28,64288,22092,"Polypodium scouleri","life",28,4,3,"4 3",0.142458100558659,0.0223463687150838,0.41340782122905,0.304469273743017,96
-122.9397201538,38.1222915649,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Castilleja","Castilleja exserta",2011,7,14,1,61109,24037,"Castilleja exserta","life",1,2,5,"2 5",0.977653631284916,0.980446927374302,0.986033519553073,0.983240223463687,97
