"decimalLongitude","decimalLatitude","category","kingdom","phylum","class","order","family","genus","speciesFixed","year","month","userNumber","original.inat.taxonID"
-122.4511642456,37.610710144,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Prunus","Prunus ilicifolia",2010,12,7,57250
-122.4534835815,37.6105041504,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Cirsium","Cirsium vulgare",2010,12,7,52989
-122.4603042603,37.6100158691,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Crassulaceae","Dudleya","Dudleya farinosa",2010,12,7,51889
-122.4520263672,37.6093482971,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus","Mimulus aurantiacus",2010,12,7,48858
-122.4818730354,37.8276905511,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Zonotrichia leucophrys",2010,12,7,9176
-122.4812078476,37.8300022952,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus","Mimulus aurantiacus",2010,12,7,48858
-122.454922,37.805816,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus chamissonis",2008,4,15,61011
-122.4522829056,37.6146529515,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Eriodictyon","Eriodictyon californicum",2010,6,15,57095
-122.4539995193,37.6108454493,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Malvales","Malvaceae","Sidalcea","Sidalcea malviflora",2010,6,15,48795
-122.4520683289,37.615455221,"Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Orchidaceae","Piperia","Piperia elegans",2009,8,15,132362
-122.4531841278,37.6181067305,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Monardella","Monardella villosa",2010,6,15,52181
-122.4532699585,37.6181067305,"Plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Calochortus","Calochortus albus",2010,6,15,51315
-122.4532699585,37.6185826325,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron diversilobum",2007,8,15,51080
-122.4780750275,37.5764875281,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Grossulariaceae","Ribes","Ribes sanguineum",2011,2,14,53436
-122.4789762497,37.5767086066,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Vaccinium ovatum",2011,2,14,48349
-122.4906743801,37.7922800216,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Erysimum","Erysimum franciscanum",2011,2,15,57402
-122.4338293076,37.8061899056,"Microbe","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","Undaria pinnatifida",2009,5,24,68786
-122.7237843,38.0247079,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Onagraceae","Clarkia","Clarkia concinna",2010,5,24,51854
-122.7237843,38.0247079,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Aquilegia","Aquilegia formosa",2010,5,24,48244
-122.471996005,37.8092437899,"Plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Calochortus","Calochortus umbellatus",2011,4,24,51054
-122.4992752075,37.5014530336,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Malvales","Malvaceae","Sidalcea","Sidalcea malviflora",2011,4,27,48795
-122.4991035461,37.5018275427,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Fragaria","Fragaria chiloensis",2011,4,27,55367
-122.4306793213,37.8575172424,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Montiaceae","Claytonia","Claytonia perfoliata",2011,4,28,52994
-122.4318389893,37.8696746826,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Arbutus","Arbutus menziesii",2011,4,28,51046
-122.4788589478,37.8223266602,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus agrifolia",2011,4,28,47850
-122.4383010864,37.8568267822,"Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Sisyrinchium","Sisyrinchium bellum",2011,4,28,49918
-122.43775177,37.8571624756,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Papaveraceae","Eschscholzia","Eschscholzia californica",2011,4,28,48225
-122.6107881,37.8890472,"Plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Scoliopus","Scoliopus bigelovii",2010,3,24,48990
-122.612421,37.909575,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Polemoniaceae","Gilia","Gilia clivorum",2009,4,15,56630
-122.6798207935,37.9414800166,"Plant","Plantae","Pinophyta","Pinopsida","Pinales","Cupressaceae","Cupressus","Cupressus sargentii",2008,12,15,83149
-122.5379257202,37.8585128784,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis pilularis",2011,5,24,53359
-122.53881073,37.8577232361,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Felidae","Lynx","Lynx rufus",2011,5,24,41976
-122.5398788452,37.8497581482,"Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Sisyrinchium","Sisyrinchium californicum",2011,5,24,60550
-122.5401611328,37.8495674133,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus","Mimulus guttatus",2011,5,24,48014
-122.5408706665,37.8492355347,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Geraniales","Geraniaceae","Erodium","Erodium botrys",2011,5,24,57090
-122.5456314087,37.8492050171,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Pseudognaphalium","Pseudognaphalium californicum",2011,5,24,53077
-122.5404205322,37.849319458,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Rumex acetosella",2011,5,24,53195
-122.5359573364,37.8604202271,"Bird","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","Callipepla californica",2011,5,24,1409
-122.2822093964,37.4623235089,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Papaveraceae","Platystemon","Platystemon californicus",2011,4,14,51288
-122.290545,37.467596,"Plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Calochortus","Calochortus argillosus",2010,6,15,64330
-122.452111,37.614278,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Eriophyllum","Eriophyllum confertiflorum",2010,6,15,53397
-122.458462,37.60634,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Castilleja","Castilleja affinis",2010,6,15,50042
-122.450566,37.613343,"Plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Calochortus","Calochortus albus",2010,6,15,51315
-122.45254,37.616709,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Delphinium","Delphinium californicum",2010,6,15,51858
-122.5828691345,37.9094938217,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Linaceae","Hesperolinon","Hesperolinon congestum",2011,5,24,57134
-122.287964,37.468397,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Achyrachaena","Achyrachaena mollis",2011,5,1,56852
-122.5336990356,37.8561515808,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Leucanthemum","Leucanthemum vulgare",2011,5,1,56057
-122.5345153809,37.8533973694,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Heterotheca","Heterotheca sessiliflora",2011,5,1,61170
-122.5322341919,37.8438491821,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Delphinium","Delphinium californicum",2011,5,1,51858
-122.5357131958,37.8430404663,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Marah","Marah fabacea",2011,5,1,205330
-122.5391616821,37.845375061,"Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis elegans",2011,5,1,28398
-122.5374913216,37.8580323464,"Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Coluber","Coluber constrictor",2011,6,3,200661
-122.51953125,37.8575071563,"Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis elegans",2011,6,3,28398
-122.538736,37.85256,"Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis elegans",2011,6,3,28398
-122.478793,37.577854,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Grossulariaceae","Ribes","Ribes sanguineum",2011,2,15,53436
-122.475328,37.578985,"Plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Melanthiaceae","Trillium","Trillium chloropetalum",2011,2,15,50823
-122.477248,37.576579,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Marah","Marah oregana",2011,2,15,77960
-122.477248,37.576579,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Cynoglossum","Cynoglossum grande",2011,2,15,49142
-122.477248,37.576579,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Stachys","Stachys bullata",2011,2,15,58930
-122.477248,37.576579,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Garryales","Garryaceae","Garrya","Garrya elliptica",2011,2,15,53399
-122.295207,37.465889,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Polemoniaceae","Navarretia","Navarretia heterodoxa",2010,6,15,57209
-122.295207,37.465889,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","Dipsacus","Dipsacus sativus",2010,6,15,53028
-122.291972,37.466233,"Plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Calochortus","Calochortus argillosus",2010,6,15,64330
-122.289896,37.46778,"Plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Calochortus","Calochortus luteus",2010,6,15,51077
-122.289896,37.46778,"Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Themidaceae","Brodiaea","Brodiaea elegans",2010,6,15,51752
-122.5741195679,37.8610309412,"Herp","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Taricha","Taricha torosa",2007,3,25,27818
-122.5383071899,37.856678009,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Linaceae","Linum","Linum bienne",2011,8,1,55679
-122.544917,37.850152,"Herp","Animalia","Chordata","Reptilia","Squamata","Anguidae","Elgaria","Elgaria coerulea",2011,8,1,32068
-122.536817,37.85045,"Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Pituophis","Pituophis catenifer",2011,8,1,29044
-122.538167,37.853044,"Herp","Animalia","Chordata","Amphibia","Caudata","Salamandridae","Taricha","Taricha granulosa",2011,8,1,27826
-122.53782,37.856119,"Herp","Animalia","Chordata","Reptilia","Squamata","Anguidae","Elgaria","Elgaria multicarinata",2011,8,1,32055
-122.4939537048,37.6256528171,"Herp","Animalia","Chordata","Amphibia","Anura","Hylidae","Pseudacris","Pseudacris sierra",2011,8,18,120720
-122.4912500381,37.6258703504,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Lophocampa","Lophocampa maculata",2011,8,18,67691
-122.4922370911,37.6206221778,"Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis elegans",2011,8,18,28398
-122.4948978424,37.6268084564,"Bird","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus brachyrhynchos",2011,8,18,8021
-122.4921512604,37.6200783045,"Invertebrate","Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Bombus","Bombus vosnesenskii",2011,8,18,57689
-122.4950695038,37.6252789299,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Malvales","Malvaceae","Malva","Malva arborea",2011,8,18,77950
-122.4939966202,37.6241708531,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Orgyia","Orgyia vetusta",2011,8,18,61908
-122.4942755699,37.6205270002,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Cirsium","Cirsium vulgare",2011,8,18,52989
-122.4929666519,37.6200103201,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Melospiza","Melospiza melodia",2011,8,18,9100
-122.4936532974,37.62313754,"Mammal","Animalia","Chordata","Mammalia","Carnivora","Canidae","Vulpes","Vulpes vulpes",2011,8,18,42069
-122.4936532974,37.62313754,"Bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Elanus","Elanus leucurus",2011,8,18,5277
-122.331457297,37.4506831209,"Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Lampropeltis","Lampropeltis californiae",2011,9,7,146199
-122.4949836731,37.6267404781,"Bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo jamaicensis",2011,9,18,5212
-122.4949836731,37.6267404781,"Bird","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea herodias",2011,9,18,4956
-122.4949836731,37.6258567548,"Plant","Plantae","Chlorophyta","Ulvophyceae","Trentepohliales","Trentepohliaceae","Trentepohlia","Trentepohlia aurea",2011,9,18,68608
-122.4946403503,37.6260606919,"Plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Amaryllidaceae","Amaryllis","Amaryllis belladonna",2011,9,18,61827
-122.5497436523,37.8466636845,"Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Pituophis","Pituophis catenifer",2011,9,62,51440
-122.3100507259,37.4765609902,"Mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Odocoileus","Odocoileus hemionus",2010,5,67,42220
-122.5020056963,37.8336960181,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Cirsium","Cirsium vulgare",2010,7,67,52989
-122.543810606,37.847595608,"Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis elegans",2010,7,67,28398
-122.6396995783,37.8971548384,"Bird","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus heermanni",2010,8,67,4353
-122.4981164932,37.7815218846,"Bird","Animalia","Chordata","Aves","Caprimulgiformes","Trochilidae","Calypte","Calypte anna",2011,10,20,6317
-122.511677742,37.7666506257,"Bird","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus occidentalis",2011,11,7,4345
-122.5112056732,37.766182458,"Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris alba",2011,11,7,3849
-122.4511241913,37.6096079683,"Bird","Animalia","Chordata","Aves","Passeriformes","Vireonidae","Vireo","Vireo huttoni",2011,12,7,17375
-122.4503517151,37.6131435714,"Bird","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus corax",2011,12,7,8010
-122.4568319321,37.6069697558,"Herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Thamnophis","Thamnophis elegans",2011,12,7,28398
-122.4514245987,37.6144489832,"Bird","Animalia","Chordata","Aves","Passeriformes","Corvidae","Aphelocoma","Aphelocoma californica",2011,12,7,506118
-122.4506092072,37.6117837439,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Passerella","Passerella iliaca",2011,12,7,9156
-122.4583339691,37.6062761885,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Zonotrichia atricapilla",2011,12,7,9185
-122.4581623077,37.607364133,"Invertebrate","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa","Vanessa annabella",2011,12,7,50786
-122.4586343765,37.6120013188,"Bird","Animalia","Chordata","Aves","Passeriformes","Icteridae","Sturnella","Sturnella neglecta",2011,12,7,9535
-122.4584627151,37.6063577847,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Zonotrichia leucophrys",2011,12,7,9176
-122.4584412575,37.6065102112,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Zonotrichia atricapilla",2011,12,7,9185
-122.5171896815,37.5218167937,"Invertebrate","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Anthopleura","Anthopleura xanthogrammica",2011,1,58,51659
-122.5172272325,37.5217912659,"Invertebrate","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus purpuratus",2011,1,58,48035
-122.5172057748,37.521906141,"Invertebrate","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Anthopleura","Anthopleura sola",2011,1,58,49051
-122.5171816349,37.5218167937,"Invertebrate","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster","Pisaster brevispinus",2011,1,58,49539
-122.517157495,37.5218104118,"Invertebrate","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster","Pisaster ochraceus",2011,1,58,49699
-122.517157495,37.5218104118,"Invertebrate","Animalia","Echinodermata","Asteroidea","Valvatida","Asterinidae","Patiria","Patiria miniata",2011,1,58,48830
-122.5171548128,37.5218321104,"Invertebrate","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Pisaster","Pisaster ochraceus",2011,4,58,49699
-122.5171548128,37.5218321104,"Invertebrate","Animalia","Mollusca","Bivalvia","Mytiloida","Mytilidae","Mytilus","Mytilus californianus",2011,4,58,62806
-122.5142633915,37.7806667156,"Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Arenaria","Arenaria melanocephala",2012,1,7,3941
-122.5142741203,37.7807044501,"Bird","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris virgata",2012,1,7,339592
-122.513769865,37.7800014832,"Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya","Aythya collaris",2012,1,7,7044
-122.5138315558,37.7801812534,"Bird","Animalia","Chordata","Aves","Anseriformes","Anatidae","Bucephala","Bucephala albeola",2012,1,7,6993
-122.5131596625,37.7796828563,"Bird","Animalia","Chordata","Aves","Caprimulgiformes","Trochilidae","Calypte","Calypte anna",2012,1,7,6317
-122.5137993693,37.7801854933,"Bird","Animalia","Chordata","Aves","Gruiformes","Rallidae","Fulica","Fulica americana",2012,1,7,473
-122.5139415264,37.7800608413,"Bird","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus occidentalis",2012,1,7,4345
-122.5130939484,37.7798573275,"Bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Zonotrichia leucophrys",2012,1,7,9176
-122.5135445595,37.7798242564,"Plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus","Mimulus guttatus",2012,1,7,48014
