"FIPS","countyState","census2010","popEst2010","popEst2015","areaLand","areaWater"
"18081","Johnson County, Indiana",139654,140281,149633,829903198,3528917
"18083","Knox County, Indiana",38440,38389,37927,1336514262,20755159
"18085","Kosciusko County, Indiana",77358,77340,78620,1376269814,59601470
"18087","LaGrange County, Indiana",37128,37156,38809,983222388,18332797
"18089","Lake County, Indiana",496005,495987,487865,1292303671,330480308
"18091","LaPorte County, Indiana",111467,111454,110884,1549587772,38747148
"18093","Lawrence County, Indiana",46134,46124,45495,1163339936,7150614
"18095","Madison County, Indiana",131636,131637,129723,1170454727,2562276
"18097","Marion County, Indiana",903393,904668,939020,1026408097,17377675
"18099","Marshall County, Indiana",47051,47009,46857,1148992521,15836354
"18101","Martin County, Indiana",10334,10368,10226,869555038,12093384
"18103","Miami County, Indiana",36903,36797,35862,968246709,9184679
"18105","Monroe County, Indiana",137974,138557,144705,1021773228,43542811
"18107","Montgomery County, Indiana",38124,38087,38227,1306941391,2155351
"18109","Morgan County, Indiana",68894,69169,69648,1046274750,14136592
"18111","Newton County, Indiana",14244,14240,14008,1040550429,4349521
"18113","Noble County, Indiana",47536,47476,47733,1064077860,17068252
"18115","Ohio County, Indiana",6128,6110,5938,223101869,3352222
"18117","Orange County, Indiana",19840,19802,19605,1031818152,25394104
"18119","Owen County, Indiana",21575,21582,20872,997892586,6570749
"18121","Parke County, Indiana",17339,17285,16901,1151671026,13769482
"18123","Perry County, Indiana",19338,19417,19347,988668708,11817628
"18125","Pike County, Indiana",12845,12850,12594,865673554,17756536
"18127","Porter County, Indiana",164343,164550,167688,1083011401,268394743
"18129","Posey County, Indiana",25910,25857,25512,1060783261,25263904
"18131","Pulaski County, Indiana",13402,13356,12889,1123145988,2291536
"18133","Putnam County, Indiana",37963,37908,37585,1244562066,5604743
"18135","Randolph County, Indiana",26171,26180,25172,1171656456,2420394
"18137","Ripley County, Indiana",28818,28835,28701,1156236700,4237505
"18139","Rush County, Indiana",17392,17367,16672,1057035473,872309
"18141","St. Joseph County, Indiana",266931,266797,268441,1185826798,9156284
"18143","Scott County, Indiana",24181,24173,23744,493127224,6089000
"18145","Shelby County, Indiana",44436,44319,44478,1064866098,4167863
"18147","Spencer County, Indiana",20952,20880,20715,1027562733,12126717
"18149","Starke County, Indiana",23363,23357,22958,800653661,7955177
"18151","Steuben County, Indiana",34185,34137,34372,800149001,35034127
"18153","Sullivan County, Indiana",21475,21411,20928,1158091682,18063039
"18155","Switzerland County, Indiana",10613,10625,10524,571436429,7267108
"18157","Tippecanoe County, Indiana",172780,173048,185826,1294491529,8902814
"18159","Tipton County, Indiana",15936,15879,15267,674797764,68029
"18161","Union County, Indiana",7516,7532,7182,417568462,10238544
"18163","Vanderburgh County, Indiana",179703,179856,181877,604697995,7393314
"18165","Vermillion County, Indiana",16212,16140,15692,665311750,7904759
"18167","Vigo County, Indiana",107848,107896,107896,1044574633,18486867
"18169","Wabash County, Indiana",32888,32854,32138,1068200229,22122011
"18171","Warren County, Indiana",8508,8501,8269,944520687,4466123
"18173","Warrick County, Indiana",59689,59850,61897,996667397,16155828
"18175","Washington County, Indiana",28262,28284,27827,1330542331,7444213
"18177","Wayne County, Indiana",68917,68900,67001,1040502885,6736566
"18179","Wells County, Indiana",27636,27674,27964,953341217,5596420
"18181","White County, Indiana",24643,24684,24293,1308266686,9206237
"18183","Whitley County, Indiana",33292,33348,33406,869120901,6073420
"19001","Adair County, Iowa",7682,7665,7228,1474404167,2597997
"19003","Adams County, Iowa",4029,4026,3796,1096700733,5353423
"19005","Allamakee County, Iowa",14330,14350,13886,1655214493,50995230
"19007","Appanoose County, Iowa",12887,12860,12529,1287981483,49083877
"19009","Audubon County, Iowa",6119,6111,5773,1147264459,1152260
"19011","Benton County, Iowa",26076,26057,25658,1855117342,5760770
"19013","Black Hawk County, Iowa",131090,131174,133455,1465333940,17900114
"19015","Boone County, Iowa",26306,26279,26643,1480356844,5364798
"19017","Bremer County, Iowa",24276,24286,24722,1127880105,10171939
"19019","Buchanan County, Iowa",20958,20959,21062,1478934897,5427652
"19021","Buena Vista County, Iowa",20260,20324,20493,1489022575,13758158
"19023","Butler County, Iowa",14867,14905,14915,1502533262,4209738
"19025","Calhoun County, Iowa",9670,10172,9818,1476209027,5560503
"19027","Carroll County, Iowa",20816,20828,20498,1474835105,2145362
"19029","Cass County, Iowa",13956,13935,13427,1461450856,1758815
"19031","Cedar County, Iowa",18499,18489,18340,1500731293,6385840
"19033","Cerro Gordo County, Iowa",44151,44114,43017,1471923432,17626527
"19035","Cherokee County, Iowa",12072,12110,11574,1494180371,423187
"19037","Chickasaw County, Iowa",12439,12426,12097,1306338733,3309332
"19039","Clarke County, Iowa",9286,9312,9259,1116716080,1524746
"19041","Clay County, Iowa",16667,16633,16507,1469139214,13866941
"19043","Clayton County, Iowa",18129,18081,17644,2016405612,36586071
"19045","Clinton County, Iowa",49116,49111,47768,1799821282,39523759
"19047","Crawford County, Iowa",17096,17162,17094,1849742893,2194275
"19049","Dallas County, Iowa",66135,66697,80133,1524070766,8421379
"19051","Davis County, Iowa",8753,8771,8769,1300661956,6904100
"19053","Decatur County, Iowa",8457,8421,8220,1377566066,4142102
"19055","Delaware County, Iowa",17764,17771,17403,1496381153,3082496
"19057","Des Moines County, Iowa",40325,40255,40055,1077754850,35294123
"19059","Dickinson County, Iowa",16667,16668,17111,985764366,60490800
"19061","Dubuque County, Iowa",93653,93924,97125,1575501687,21569071
"19063","Emmet County, Iowa",10302,10282,9769,1025333118,17196398
"19065","Fayette County, Iowa",20880,20857,20257,1892791345,1334074
"19067","Floyd County, Iowa",16303,16299,15960,1296631086,1942569
"19069","Franklin County, Iowa",10680,10692,10295,1507301318,1428932
"19071","Fremont County, Iowa",7441,7430,6906,1323872918,14214133
"19073","Greene County, Iowa",9336,9350,9027,1475188829,4249897
"19075","Grundy County, Iowa",12453,12459,12435,1299805924,94406
"19077","Guthrie County, Iowa",10954,10947,10676,1529699184,6355537
"19079","Hamilton County, Iowa",15673,15640,15190,1493777716,1965344
"19081","Hancock County, Iowa",11341,11307,10974,1478894985,5265572
"19083","Hardin County, Iowa",17534,17537,17367,1474498672,1773894
"19085","Harrison County, Iowa",14928,14927,14265,1804827800,12417759
"19087","Henry County, Iowa",20145,20112,19950,1124904348,5780284
"19089","Howard County, Iowa",9566,9560,9410,1225706425,927963
"19091","Humboldt County, Iowa",9815,9798,9555,1124967281,3406139
"19093","Ida County, Iowa",7089,7069,7028,1117599646,1406468
"19095","Iowa County, Iowa",16355,16337,16401,1518916014,2686847
"19097","Jackson County, Iowa",19848,19830,19444,1647332960,35141529
"19099","Jasper County, Iowa",36842,36816,36827,1891779160,6565706
"19101","Jefferson County, Iowa",16843,16825,17555,1127964789,3538407
"19103","Johnson County, Iowa",130882,131291,144251,1590355537,23595204
"19105","Jones County, Iowa",20638,20676,20466,1490851138,3582593
"19107","Keokuk County, Iowa",10511,10498,10163,1500067240,1929331
"19109","Kossuth County, Iowa",15543,15526,15165,2519332852,4154729
"19111","Lee County, Iowa",35862,35837,35089,1340366450,55293745
"19113","Linn County, Iowa",211226,211676,219916,1856710588,19748575
"19115","Louisa County, Iowa",11387,11364,11185,1040569636,40798459
"19117","Lucas County, Iowa",8898,8892,8682,1115231642,9852849
"19119","Lyon County, Iowa",11581,11567,11745,1522007130,334472
"19121","Madison County, Iowa",15679,15734,15753,1452999410,2983842
"19123","Mahaska County, Iowa",22381,22401,22324,1478527687,6564800
"19125","Marion County, Iowa",33309,33231,33294,1436237259,41374638
"19127","Marshall County, Iowa",40648,40694,40746,1482770678,1803086
"19129","Mills County, Iowa",15059,15056,14844,1132956394,8306523
"19131","Mitchell County, Iowa",10776,10806,10832,1215049026,1118418
"19133","Monona County, Iowa",9243,9234,8979,1797638295,12591879
"19135","Monroe County, Iowa",7970,7984,7973,1123316981,1522806
"19137","Montgomery County, Iowa",10740,10702,10234,1098405666,2410460
"19139","Muscatine County, Iowa",42745,42735,43011,1133040484,30198875
"19141","O'Brien County, Iowa",14398,14397,13984,1484154091,447448
"19143","Osceola County, Iowa",6462,6451,6154,1032587437,1835265
"19145","Page County, Iowa",15932,15942,15527,1385494422,1359125
"19147","Palo Alto County, Iowa",9421,9393,9133,1460349241,14480046
"19149","Plymouth County, Iowa",24986,24969,24800,2234881736,2177308
"19151","Pocahontas County, Iowa",7310,7277,7008,1495047042,3666526
"19153","Polk County, Iowa",430640,432270,467711,1486121332,45945876
"19155","Pottawattamie County, Iowa",93158,93368,93671,2461213949,22925740
"19157","Poweshiek County, Iowa",18914,18907,18550,1514967877,2939136
"19159","Ringgold County, Iowa",5131,5122,5068,1386933932,8721518
"19161","Sac County, Iowa",10350,10352,10021,1489272900,8596902
"19163","Scott County, Iowa",165224,165744,172126,1186444226,26215864
"19165","Shelby County, Iowa",12167,12163,11927,1530110414,1486135
"19167","Sioux County, Iowa",33704,33732,34937,1989969635,1707495
"19169","Story County, Iowa",89542,89633,96021,1483592867,2152172
"19171","Tama County, Iowa",17767,17729,17337,1867411117,2769451
"19173","Taylor County, Iowa",6317,6315,6205,1377618597,7133648
"19175","Union County, Iowa",12534,12519,12469,1097235730,5575916
"19177","Van Buren County, Iowa",7570,7559,7344,1255597645,14839903
"19179","Wapello County, Iowa",35625,35645,35173,1118443326,10846138
"19181","Warren County, Iowa",46225,46333,48626,1475844938,9125380
"19183","Washington County, Iowa",21704,21697,22247,1473276393,5399692
"19185","Wayne County, Iowa",6403,6399,6385,1360874542,4441137
"19187","Webster County, Iowa",38013,37876,37071,1853443769,7277623
"19189","Winnebago County, Iowa",10866,10839,10609,1037261544,3182052
"19191","Winneshiek County, Iowa",21056,21065,20709,1786750121,698598
"19193","Woodbury County, Iowa",102172,102364,102782,2260629616,12793293
"19195","Worth County, Iowa",7598,7583,7569,1036314948,4709127
"19197","Wright County, Iowa",13229,13197,12773,1503286817,4703964
"20001","Allen County, Kansas",13371,13354,12717,1295779123,13007076
"20003","Anderson County, Kansas",8102,8092,7808,1501276302,10586961
"20005","Atchison County, Kansas",16924,16869,16398,1116729659,6857598
"20007","Barber County, Kansas",4861,4838,4823,2937235546,5420045
"20009","Barton County, Kansas",27674,27682,27103,2319075093,13557185
"20011","Bourbon County, Kansas",15173,15143,14712,1645861744,9377657
"20013","Brown County, Kansas",9984,9978,9776,1478551884,3196161
"20015","Butler County, Kansas",65880,65913,66741,3703329246,43160444
"20017","Chase County, Kansas",2790,2791,2679,2002216830,12088093
"20019","Chautauqua County, Kansas",3669,3647,3402,1654693205,15244179
"20021","Cherokee County, Kansas",21603,21550,20533,1521793550,8948884
"20023","Cheyenne County, Kansas",2726,2720,2679,2641495949,2738022
"20025","Clark County, Kansas",2215,2201,2096,2524286181,6604959
"20027","Clay County, Kansas",8535,8540,8347,1671322093,26674040
"20029","Cloud County, Kansas",9533,9526,9219,1852726587,6859864
"20031","Coffey County, Kansas",8601,8592,8384,1623784229,70310651
"20033","Comanche County, Kansas",1891,1888,1843,2041681413,3604153
"20035","Cowley County, Kansas",36311,36301,35788,2915679697,17291321
"20037","Crawford County, Kansas",39134,39177,39217,1527461827,13611094
"20039","Decatur County, Kansas",2961,2945,2932,2314199313,1631670
"20041","Dickinson County, Kansas",19754,19779,19303,2193906542,12634524
"20043","Doniphan County, Kansas",7945,7948,7797,1018914848,12615016
"20045","Douglas County, Kansas",110826,111242,118053,1180699859,48602935
"20047","Edwards County, Kansas",3037,3051,2968,1610697086,208568
"20049","Elk County, Kansas",2882,2873,2605,1668637984,16061465
"20051","Ellis County, Kansas",28452,28444,29029,2330762469,1197085
"20053","Ellsworth County, Kansas",6497,6517,6343,1854034693,19270084
"20055","Finney County, Kansas",36776,36957,37118,3372079580,1825540
"20057","Ford County, Kansas",33848,34040,34536,2844508251,2097359
"20059","Franklin County, Kansas",25992,26011,25609,1480840246,13936113
"20061","Geary County, Kansas",34362,35285,37030,996156662,51455057
"20063","Gove County, Kansas",2695,2680,2640,2775599078,245361
"20065","Graham County, Kansas",2597,2605,2591,2327160854,599432
"20067","Grant County, Kansas",7829,7834,7733,1488724794,892455
"20069","Gray County, Kansas",6006,6024,6133,2250356182,1113338
"20071","Greeley County, Kansas",1247,1258,1330,2016176814,0
"20073","Greenwood County, Kansas",6689,6673,6244,2961132699,24155799
"20075","Hamilton County, Kansas",2690,2705,2474,2580942885,2904549
"20077","Harper County, Kansas",6034,6019,5817,2075276375,3913474
"20079","Harvey County, Kansas",34684,34741,35073,1397957172,2507542
"20081","Haskell County, Kansas",4256,4274,4064,1495773065,910409
"20083","Hodgeman County, Kansas",1916,1915,1893,2227369168,826344
"20085","Jackson County, Kansas",13462,13470,13338,1699594134,4666496
"20087","Jefferson County, Kansas",19126,19133,18930,1379359803,62427436
"20089","Jewell County, Kansas",3077,3067,2970,2356321996,11859548
"20091","Johnson County, Kansas",544179,545789,580159,1226034453,16890687
"20093","Kearny County, Kansas",3977,3990,3956,2254697108,1133601
"20095","Kingman County, Kansas",7858,7842,7687,2236099115,8536481
"20097","Kiowa County, Kansas",2553,2562,2564,1871626797,596764
"20099","Labette County, Kansas",21607,21542,20803,1671305414,20261495
"20101","Lane County, Kansas",1750,1737,1670,1858200248,551220
"20103","Leavenworth County, Kansas",76227,76544,79315,1198726879,15905519
"20105","Lincoln County, Kansas",3241,3234,3105,1863226611,2748359
"20107","Linn County, Kansas",9656,9636,9536,1538604962,31951412
"20109","Logan County, Kansas",2756,2774,2825,2779042457,274632
"20111","Lyon County, Kansas",33690,33642,33339,2194947808,20572299
"20113","McPherson County, Kansas",29180,29141,28941,2326520077,6030285
"20115","Marion County, Kansas",12660,12665,12103,2445700985,24448971
"20117","Marshall County, Kansas",10117,10109,9936,2331463499,12753940
"20119","Meade County, Kansas",4575,4592,4330,2533234935,3258258
"20121","Miami County, Kansas",32787,32874,32553,1490955548,37799723
"20123","Mitchell County, Kansas",6373,6347,6282,1817632788,44979984
"20125","Montgomery County, Kansas",35471,35382,33314,1666728264,20601764
"20127","Morris County, Kansas",5923,5911,5645,1800763909,19710791
"20129","Morton County, Kansas",3233,3237,3007,1889993253,507841
"20131","Nemaha County, Kansas",10178,10171,10227,1858126462,5207942
"20133","Neosho County, Kansas",16512,16495,16346,1480106485,16374157
"20135","Ness County, Kansas",3107,3107,3005,2783590502,667491
"20137","Norton County, Kansas",5671,5658,5550,2274357034,8194926
"20139","Osage County, Kansas",16295,16291,15847,1827283988,37107137
"20141","Osborne County, Kansas",3858,3836,3683,2311573881,4806274
"20143","Ottawa County, Kansas",6091,6095,5975,1866689468,1561343
"20145","Pawnee County, Kansas",6973,6970,6838,1953531750,992040
"20147","Phillips County, Kansas",5642,5624,5428,2294410181,22493391
"20149","Pottawatomie County, Kansas",21604,21714,23298,2178235871,54103438
"20151","Pratt County, Kansas",9656,9645,9691,1903757176,1753615
"20153","Rawlins County, Kansas",2519,2503,2506,2769775797,415527
"20155","Reno County, Kansas",64511,64567,63718,3251332369,43417440
"20157","Republic County, Kansas",4980,4944,4725,1857981647,7967119
"20159","Rice County, Kansas",10083,10105,9977,1880944775,4470099
"20161","Riley County, Kansas",71115,71605,75247,1579300177,31558381
"20163","Rooks County, Kansas",5181,5181,5174,2306470146,11962259
"20165","Rush County, Kansas",3307,3318,3130,1858997569,544720
"20167","Russell County, Kansas",6970,6992,7039,2295402664,34126812
"20169","Saline County, Kansas",55606,55774,55691,1865373525,2809945
"20171","Scott County, Kansas",4936,4951,4964,1858430303,306079
"20173","Sedgwick County, Kansas",498365,499315,511574,2583543968,30067177
"20175","Seward County, Kansas",22952,22982,23152,1656290756,2562633
"20177","Shawnee County, Kansas",177934,178353,178725,1408995941,30330019
"20179","Sheridan County, Kansas",2556,2550,2512,2320518450,647342
"20181","Sherman County, Kansas",6010,6010,5983,2735199253,548248
"20183","Smith County, Kansas",3853,3861,3704,2319243495,3884277
"20185","Stafford County, Kansas",4437,4421,4236,2051389748,7435429
"20187","Stanton County, Kansas",2235,2248,2072,1762086193,180151
"20189","Stevens County, Kansas",5724,5742,5806,1883679100,464936
"20191","Sumner County, Kansas",24132,24096,23535,3061212453,7806166
"20193","Thomas County, Kansas",7900,7942,7904,2783425324,288241
"20195","Trego County, Kansas",3001,2990,2927,2303736575,26281954
"20197","Wabaunsee County, Kansas",7053,7032,6951,2057231892,13774702
"20199","Wallace County, Kansas",1485,1484,1518,2366348080,140928
"20201","Washington County, Kansas",5799,5782,5598,2317406254,10140054
"20203","Wichita County, Kansas",2234,2241,2157,1861082136,61987
"20205","Wilson County, Kansas",9409,9404,8856,1477377048,12057368
"20207","Woodson County, Kansas",3309,3305,3115,1289347304,19251707
"20209","Wyandotte County, Kansas",157505,157678,163369,392642353,11895464
"21001","Adair County, Kentucky",18656,18618,19027,1049677374,18431736
"21003","Allen County, Kentucky",19956,20033,20640,891830109,19492854
"21005","Anderson County, Kentucky",21421,21452,21979,522742422,6314840
"21007","Ballard County, Kentucky",8249,8258,8212,638843574,70009064
"21009","Barren County, Kentucky",42173,42122,43570,1262724748,32267246
"21011","Bath County, Kentucky",11591,11613,12228,722067811,13500089
"21013","Bell County, Kentucky",28691,28710,27337,929806795,5480870
"21015","Boone County, Kentucky",118811,119351,127712,638067340,26171928
"21017","Bourbon County, Kentucky",19985,19945,20116,750369577,4850592
"21019","Boyd County, Kentucky",49542,49622,48325,414046208,5588964
"21021","Boyle County, Kentucky",28432,28636,29809,466634989,6458105
"21023","Bracken County, Kentucky",8488,8503,8321,532533237,8637262
"21025","Breathitt County, Kentucky",13878,13854,13484,1275344480,7392452
"21027","Breckinridge County, Kentucky",20059,20037,20018,1468969244,47782210
"21029","Bullitt County, Kentucky",74319,74506,78702,769288200,8393803
"21031","Butler County, Kentucky",12690,12719,12938,1103562315,13948189
"21033","Caldwell County, Kentucky",12984,12989,12681,893004660,8702792
"21035","Calloway County, Kentucky",37191,37365,38343,997200826,66497839
"21037","Campbell County, Kentucky",90336,90614,92066,391886628,21009936
"21039","Carlisle County, Kentucky",5104,5101,4874,490632430,24722825
"21041","Carroll County, Kentucky",10811,10804,10699,332992509,22651280
"21043","Carter County, Kentucky",27720,27733,27158,1060589533,6801237
"21045","Casey County, Kentucky",15955,15952,15808,1150549958,3900669
"21047","Christian County, Kentucky",73955,74158,73309,1858324233,16936441
"21049","Clark County, Kentucky",35613,35613,35757,653877332,6973861
"21051","Clay County, Kentucky",21730,21685,21013,1215344973,4763013
"21053","Clinton County, Kentucky",10272,10273,10174,510864195,21164236
"21055","Crittenden County, Kentucky",9315,9314,9183,932270911,28978627
"21057","Cumberland County, Kentucky",6856,6860,6759,790416904,14830137
"21059","Daviess County, Kentucky",96656,96713,99259,1187111257,47210580
"21061","Edmonson County, Kentucky",12161,12192,12007,784464284,13262150
"21063","Elliott County, Kentucky",7852,7882,7648,606873739,2610644
"21065","Estill County, Kentucky",14672,14695,14375,655468626,6558017
"21067","Fayette County, Kentucky",295803,296717,314488,734648526,4922803
"21069","Fleming County, Kentucky",14348,14401,14637,902720074,7184513
"21071","Floyd County, Kentucky",39451,39934,37756,1018758276,6113697
"21073","Franklin County, Kentucky",49285,49310,50375,538061269,11037327
"21075","Fulton County, Kentucky",6813,6813,6238,532251963,65047499
"21077","Gallatin County, Kentucky",8589,8610,8636,262194985,9023075
"21079","Garrard County, Kentucky",16912,16946,17237,595897447,10019029
"21081","Grant County, Kentucky",24662,24681,24757,668125059,7255148
"21083","Graves County, Kentucky",37121,37222,37421,1429006936,13066620
"21085","Grayson County, Kentucky",25746,25800,26221,1286441869,37121614
"21087","Green County, Kentucky",11258,11236,11010,740825297,7135854
"21089","Greenup County, Kentucky",36910,36900,36068,891983450,26036378
"21091","Hancock County, Kentucky",8565,8551,8692,486017475,29096112
"21093","Hardin County, Kentucky",105543,107016,106439,1614282063,17763035
"21095","Harlan County, Kentucky",29278,29225,27703,1206487719,6016450
"21097","Harrison County, Kentucky",18846,18816,18763,793479419,9058916
"21099","Hart County, Kentucky",18199,18195,18454,1067297497,14929179
"21101","Henderson County, Kentucky",46250,46254,46407,1130968068,76691170
"21103","Henry County, Kentucky",15416,15382,15620,741450181,12552965
"21105","Hickman County, Kentucky",4902,4869,4612,627487774,27882492
"21107","Hopkins County, Kentucky",46920,46863,46222,1403760753,32168048
"21109","Jackson County, Kentucky",13494,13497,13352,894065212,3397888
"21111","Jefferson County, Kentucky",741096,742228,763623,985273984,44718982
"21113","Jessamine County, Kentucky",48586,48712,51961,445777146,6176428
"21115","Johnson County, Kentucky",23356,23397,23175,678455744,5651444
"21117","Kenton County, Kentucky",159720,160014,165012,415044980,10611128
"21119","Knott County, Kentucky",16346,16331,15693,910427420,3453763
"21121","Knox County, Kentucky",31883,31858,31730,1000505156,3757580
"21123","Larue County, Kentucky",14193,14192,14241,677331504,5462686
"21125","Laurel County, Kentucky",58849,58988,60094,1123932843,25231550
"21127","Lawrence County, Kentucky",15860,15883,15745,1076386638,11584591
"21129","Lee County, Kentucky",7887,7708,6752,540937729,6215040
"21131","Leslie County, Kentucky",11310,11284,10711,1038181523,9331244
"21133","Letcher County, Kentucky",24519,24550,23123,875192707,2898644
"21135","Lewis County, Kentucky",13870,13832,13682,1250540292,32492848
"21137","Lincoln County, Kentucky",24742,24751,24463,865301109,6426264
"21139","Livingston County, Kentucky",9519,9536,9316,810995883,75644574
"21141","Logan County, Kentucky",26835,26843,26910,1430013728,12689581
"21143","Lyon County, Kentucky",8314,8318,8306,553843392,110562511
"21145","McCracken County, Kentucky",65565,65531,65018,644243006,50314555
"21147","McCreary County, Kentucky",18306,18291,17878,1105414665,10732757
"21149","McLean County, Kentucky",9531,9513,9512,653905327,9735978
"21151","Madison County, Kentucky",82916,83195,87824,1132583005,15447453
"21153","Magoffin County, Kentucky",13333,13305,12808,798865721,1847983
"21155","Marion County, Kentucky",19820,19818,19365,888387260,9971338
"21157","Marshall County, Kentucky",31448,31468,31101,780240711,100797182
"21159","Martin County, Kentucky",12929,12896,12307,594673664,2574079
"21161","Mason County, Kentucky",17490,17499,17099,621927429,16278281
"21163","Meade County, Kentucky",28602,28732,27924,791042872,49415133
"21165","Menifee County, Kentucky",6306,6358,6358,527282371,6085112
"21167","Mercer County, Kentucky",21331,21345,21407,644381848,11692372
"21169","Metcalfe County, Kentucky",10099,10120,9909,750178224,4000081
"21171","Monroe County, Kentucky",10963,10965,10667,853073262,6949445
"21173","Montgomery County, Kentucky",26499,26551,27608,511174863,3862273
"21175","Morgan County, Kentucky",13923,13747,13275,987113548,6892022
"21177","Muhlenberg County, Kentucky",31499,31638,31183,1209728681,31912449
"21179","Nelson County, Kentucky",43437,43608,45126,1081351761,17000268
"21181","Nicholas County, Kentucky",7135,7123,7131,505489592,4306528
"21183","Ohio County, Kentucky",23842,23845,24216,1521032417,23188137
"21185","Oldham County, Kentucky",60316,60433,64875,484893493,23869704
"21187","Owen County, Kentucky",10841,10844,10730,909351754,8143489
"21189","Owsley County, Kentucky",4755,4768,4461,511282528,2286419
"21191","Pendleton County, Kentucky",14877,14903,14408,717833417,12330627
"21193","Perry County, Kentucky",28712,28694,27565,879740535,7613385
"21195","Pike County, Kentucky",65024,64950,61792,2037887589,4756870
"21197","Powell County, Kentucky",12613,12645,12269,463554647,2958483
"21199","Pulaski County, Kentucky",63063,63208,63782,1705268187,48553203
"21201","Robertson County, Kentucky",2282,2273,2138,258767993,485275
"21203","Rockcastle County, Kentucky",17056,17067,16942,819847035,4018095
"21205","Rowan County, Kentucky",23333,23345,23892,724666477,16759176
"21207","Russell County, Kentucky",17565,17558,17662,656969251,75675029
"21209","Scott County, Kentucky",47173,47446,52420,729770453,9497606
"21211","Shelby County, Kentucky",42074,42276,45632,983253588,15631379
"21213","Simpson County, Kentucky",17327,17353,18006,606585453,5857421
"21215","Spencer County, Kentucky",17061,17109,17894,483492140,12898484
"21217","Taylor County, Kentucky",24512,24561,25420,689784222,27170078
"21219","Todd County, Kentucky",12460,12429,12531,969940558,6631006
"21221","Trigg County, Kentucky",14339,14344,14233,1143307323,103330640
"21223","Trimble County, Kentucky",8809,8802,8769,392766226,11833580
"21225","Union County, Kentucky",15007,15287,15050,887974290,53167872
"21227","Warren County, Kentucky",113792,114210,122851,1402737981,15447160
"21229","Washington County, Kentucky",11717,11742,12063,769916143,10191544
"21231","Wayne County, Kentucky",20813,20831,20464,1186655607,67316177
"21233","Webster County, Kentucky",13621,13595,13170,859728365,9614705
"21235","Whitley County, Kentucky",35637,35748,36129,1133973877,18877541
"21237","Wolfe County, Kentucky",7355,7352,7259,575419453,1505069
"21239","Woodford County, Kentucky",24939,25031,25793,488948318,8423091
"22001","Acadia Parish, Louisiana",61773,61856,62577,1696750566,6048801
"22003","Allen Parish, Louisiana",25764,25738,25683,1973174715,10636650
"22005","Ascension Parish, Louisiana",107215,107849,119455,751046853,33164667
"22007","Assumption Parish, Louisiana",23421,23352,22842,877120860,67008877
"22009","Avoyelles Parish, Louisiana",42073,42090,41103,2155994488,86273188
"22011","Beauregard Parish, Louisiana",35654,35846,36462,2997501973,21999317
"22013","Bienville Parish, Louisiana",14353,14328,13786,2101174885,27977807
"22015","Bossier Parish, Louisiana",116979,117625,125175,2175737961,70351401
"22017","Caddo Parish, Louisiana",254969,255692,251460,2275405029,150956656
"22019","Calcasieu Parish, Louisiana",192768,193106,198788,2754864273,79292408
"22021","Caldwell Parish, Louisiana",10132,10138,9993,1371203807,29277275
"22023","Cameron Parish, Louisiana",6839,6903,6817,3327842145,1688107736
"22025","Catahoula Parish, Louisiana",10407,10373,10147,1833789263,81301245
"22027","Claiborne Parish, Louisiana",17195,17154,16295,1955125902,32473234
"22029","Concordia Parish, Louisiana",20822,20831,20142,1805014057,130488156
"22031","De Soto Parish, Louisiana",26656,26684,27052,2267739158,49233952
"22033","East Baton Rouge Parish, Louisiana",440171,440722,446753,1179412087,38490958
"22035","East Carroll Parish, Louisiana",7759,7725,7307,1089619046,56273969
"22037","East Feliciana Parish, Louisiana",20267,20171,19696,1174325549,6133295
"22039","Evangeline Parish, Louisiana",33984,33964,33743,1715550341,44667621
"22041","Franklin Parish, Louisiana",20767,20820,20410,1617667724,28107889
"22043","Grant Parish, Louisiana",22309,22347,22343,1665428895,56014737
"22045","Iberia Parish, Louisiana",73240,73254,74103,1486940445,1182115443
"22047","Iberville Parish, Louisiana",33387,33364,33095,1602236448,88658351
"22049","Jackson Parish, Louisiana",16274,16292,15858,1474178126,28732791
"22051","Jefferson Parish, Louisiana",432552,432741,436275,765682649,957754757
"22053","Jefferson Davis Parish, Louisiana",31594,31627,31439,1686931782,18718325
"22055","Lafayette Parish, Louisiana",221578,222147,240098,695980407,1266845
"22057","Lafourche Parish, Louisiana",96318,96680,98325,2766662214,1051775420
"22059","LaSalle Parish, Louisiana",14890,14918,14974,1617923154,97667582
"22061","Lincoln Parish, Louisiana",46735,46863,47774,1221806070,1897717
"22063","Livingston Parish, Louisiana",128026,128707,137788,1678749073,141614105
"22065","Madison Parish, Louisiana",12093,12099,11514,1617283455,68538668
"22067","Morehouse Parish, Louisiana",27979,27895,26395,2058870285,28878807
"22069","Natchitoches Parish, Louisiana",39566,39526,39179,3243311940,121063646
"22071","Orleans Parish, Louisiana",343829,347900,389617,438803381,468240430
"22073","Ouachita Parish, Louisiana",153720,153969,156761,1580944616,55281707
"22075","Plaquemines Parish, Louisiana",23042,23124,23495,2019961046,4629053037
"22077","Pointe Coupee Parish, Louisiana",22802,22757,22251,1443519892,86418204
"22079","Rapides Parish, Louisiana",131613,131784,132141,3413506392,113169602
"22081","Red River Parish, Louisiana",9091,9058,8593,1007738674,34327566
"22083","Richland Parish, Louisiana",20725,20742,20523,1447914686,14174105
"22085","Sabine Parish, Louisiana",24233,24234,24186,2244636736,375445763
