"decimalLongitude","decimalLatitude","category","kingdom","phylum","class","order","family","genus","speciesFixed","year","month","userNumber","original.inat.taxonID","species","root","user","xbin","ybin","geo_bin","user_obs","user_spp","user_visits","user_locations"
-122.9721450806,38.0454216003,"mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus",2010,1,1,42206,"Cervus elaphus","life",1,2,4,"2 4",0.979710144927536,0.979710144927536,0.985507246376812,0.985507246376812
-122.7995147705,38.0413665771,"bird","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta pygmaea",2010,1,1,14816,"Sitta pygmaea","life",1,4,4,"4 4",0.979710144927536,0.979710144927536,0.985507246376812,0.985507246376812
-122.9194564819,38.0598144531,"plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Amaryllidaceae","Amaryllis","Amaryllis belladonna",2010,8,1,61827,"Amaryllis belladonna","life",1,3,4,"3 4",0.979710144927536,0.979710144927536,0.985507246376812,0.985507246376812
-122.9138870239,38.0336112976,"fish","Animalia","Chordata","Chondrichthyes","Myliobatiformes","Myliobatidae","Myliobatis","Myliobatis californica",2010,8,1,51491,"Myliobatis californica","life",1,3,3,"3 3",0.979710144927536,0.979710144927536,0.985507246376812,0.985507246376812
-122.9138565063,38.0336608887,"fish","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Triakidae","Triakis","Triakis semifasciata",2010,8,1,52297,"Triakis semifasciata","life",1,3,3,"3 3",0.979710144927536,0.979710144927536,0.985507246376812,0.985507246376812
-122.9200668335,38.0624504089,"plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Polemoniaceae","Navarretia","Navarretia squarrosa",2010,8,1,53157,"Navarretia squarrosa","life",1,3,4,"3 4",0.979710144927536,0.979710144927536,0.985507246376812,0.985507246376812
-122.9189071655,38.0638008118,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Mentha","Mentha pulegium",2010,8,1,57116,"Mentha pulegium","life",1,3,4,"3 4",0.979710144927536,0.979710144927536,0.985507246376812,0.985507246376812
-122.9492034912,38.179977417,"mammal","Animalia","Chordata","Mammalia","Artiodactyla","Cervidae","Cervus","Cervus elaphus",2010,11,7,117767,"Cervus elaphus","life",7,2,6,"2 6",0.991304347826087,0.994202898550725,0.971014492753623,0.968115942028986
-122.9376983643,38.1642570496,"bird","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus corax",2010,11,7,8010,"Corvus corax","life",7,2,5,"2 5",0.991304347826087,0.994202898550725,0.971014492753623,0.968115942028986
-122.9335784912,38.124835968,"bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo jamaicensis",2010,11,7,5212,"Buteo jamaicensis","life",7,2,5,"2 5",0.991304347826087,0.994202898550725,0.971014492753623,0.968115942028986
-122.91847229,38.0704612732,"fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita muscaria",2010,11,7,48715,"Amanita muscaria","life",7,3,4,"3 4",0.991304347826087,0.994202898550725,0.971014492753623,0.968115942028986
-122.8658591,38.0705092,"bird","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes","Cathartes aura",2008,7,11,4756,"Cathartes aura","life",11,3,4,"3 4",0.556521739130435,0.542028985507246,0.426086956521739,0.605797101449275
-122.8658591,38.0705092,"bird","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Circus","Circus cyaneus",2008,7,11,5170,"Circus cyaneus","life",11,3,4,"3 4",0.556521739130435,0.542028985507246,0.426086956521739,0.605797101449275
-122.9969423,38.0013176,"bird","Animalia","Chordata","Aves","Charadriiformes","Laridae","Hydroprogne","Hydroprogne caspia",2008,7,11,144537,"Hydroprogne caspia","life",11,1,3,"1 3",0.556521739130435,0.542028985507246,0.426086956521739,0.605797101449275
-122.9969423,38.0013176,"bird","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Tachycineta","Tachycineta thalassina",2008,7,11,11931,"Tachycineta thalassina","life",11,1,3,"1 3",0.556521739130435,0.542028985507246,0.426086956521739,0.605797101449275
-122.9532659054,38.1190982466,"plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Nyctaginaceae","Abronia","Abronia latifolia",2009,7,15,52618,"Abronia latifolia","life",15,2,5,"2 5",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.9455277324,38.1185470673,"plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Anaphalis","Anaphalis margaritacea",2010,7,15,52833,"Anaphalis margaritacea","life",15,2,5,"2 5",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.9513561726,38.1177646055,"plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Crassulaceae","Dudleya","Dudleya farinosa",2010,7,15,51889,"Dudleya farinosa","life",15,2,5,"2 5",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.9437091947,38.1188509338,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Mentha","Mentha arvensis",2010,7,15,58188,"Mentha arvensis","life",15,2,5,"2 5",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.9513776302,38.1195709237,"plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Potentilla","Potentilla anserina",2009,7,15,62216,"Potentilla anserina","life",15,2,5,"2 5",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.9493874311,38.1186323189,"bird","Animalia","Chordata","Aves","Accipitriformes","Cathartidae","Cathartes","Cathartes aura",2010,7,15,4756,"Cathartes aura","life",15,2,5,"2 5",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.951259,38.119297,"plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Agoseris","Agoseris apargioides",2009,7,15,58801,"Agoseris apargioides","life",15,2,5,"2 5",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.9493498802,38.1183689672,"plant","Plantae","Magnoliophyta","Magnoliopsida","Gentianales","Gentianaceae","Gentiana","Gentiana affinis",2009,7,15,67805,"Gentiana affinis","life",15,2,5,"2 5",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.9369688034,38.1234838971,"plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Cirsium","Cirsium occidentale",2009,7,15,52621,"Cirsium occidentale","life",15,2,5,"2 5",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.9440069199,38.1187234788,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Stachys","Stachys chamissonis",2010,7,15,52625,"Stachys chamissonis","life",15,2,5,"2 5",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.9531478882,38.1185040194,"plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Grindelia","Grindelia stricta",2009,7,15,61992,"Grindelia stricta","life",15,2,5,"2 5",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.946023941,38.1187403603,"plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Horkelia","Horkelia californica",2009,7,15,61737,"Horkelia californica","life",15,2,5,"2 5",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.9517316818,38.119381853,"plant","Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","Polypogon","Polypogon monspeliensis",2009,7,15,57197,"Polypogon monspeliensis","life",15,2,5,"2 5",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.9461151361,38.1187504893,"plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Horkelia","Horkelia californica",2010,7,15,61737,"Horkelia californica","life",15,2,5,"2 5",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.9512542486,38.119316016,"plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Artemisia","Artemisia pycnocephala",2010,7,15,60952,"Artemisia pycnocephala","life",15,2,5,"2 5",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.9515063763,38.1192636837,"plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Heliotropium","Heliotropium curassavicum",2009,7,15,58058,"Heliotropium curassavicum","life",15,2,5,"2 5",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.9486471415,38.1189699479,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Monardella","Monardella villosa",2009,7,15,52181,"Monardella villosa","life",15,2,5,"2 5",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.9507285357,38.1186998449,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Castilleja","Castilleja affinis",2009,7,15,50042,"Castilleja affinis","life",15,2,5,"2 5",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.9505354166,38.1187842522,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Castilleja","Castilleja exserta",2010,7,15,49343,"Castilleja exserta","life",15,2,5,"2 5",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.9386663601,38.044478625,"plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Orchidaceae","Piperia","Piperia elegans",2009,7,15,132362,"Piperia elegans","life",15,2,4,"2 4",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.9505890608,38.1186238782,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Castilleja","Castilleja ambigua",2010,7,15,60738,"Castilleja ambigua","life",15,2,5,"2 5",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.945895195,38.11862219,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Monardella","Monardella villosa",2009,7,15,52183,"Monardella villosa","life",15,2,5,"2 5",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.9507392645,38.1186745227,"plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis pilularis",2010,7,15,53359,"Baccharis pilularis","life",15,2,5,"2 5",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.9489636421,38.1182575493,"plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Themidaceae","Triteleia","Triteleia laxa",2009,7,15,51085,"Triteleia laxa","life",15,2,5,"2 5",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.9509431124,38.1194257445,"plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Persicaria","Persicaria amphibia",2010,7,15,78450,"Persicaria amphibia","life",15,2,5,"2 5",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.9438781738,38.1187910047,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Erythranthe","Erythranthe moschata",2009,7,15,453644,"Erythranthe moschata","life",15,2,5,"2 5",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.940562,38.122011,"plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Chorizanthe","Chorizanthe cuspidata",2009,7,15,61076,"Chorizanthe cuspidata","life",15,2,5,"2 5",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.966387,37.991096,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Orobanche","Orobanche californica",2010,8,15,57832,"Orobanche californica","life",15,2,3,"2 3",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.9715585709,37.9925439016,"plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Phacelia","Phacelia californica",2010,8,15,53170,"Phacelia californica","life",15,2,3,"2 3",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.966387,37.991096,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Orobanche","Orobanche californica",2010,8,15,57832,"Orobanche californica","life",15,2,3,"2 3",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.7440643311,37.9393238796,"mammal","Animalia","Chordata","Mammalia","Rodentia","Geomyidae","Thomomys","Thomomys bottae",2009,5,18,44062,"Thomomys bottae","life",18,5,2,"5 2",0.689855072463768,0.695652173913043,0.695652173913043,0.756521739130435
-122.8642853,38.0705092,"herp","Animalia","Chordata","Reptilia","Squamata","Colubridae","Pituophis","Pituophis catenifer",2009,5,18,29044,"Pituophis catenifer","life",18,3,4,"3 4",0.689855072463768,0.695652173913043,0.695652173913043,0.756521739130435
-122.8642853,38.0705092,"bird","Animalia","Chordata","Aves","Charadriiformes","Laridae","Larus","Larus occidentalis",2009,5,18,4345,"Larus occidentalis","life",18,3,4,"3 4",0.689855072463768,0.695652173913043,0.695652173913043,0.756521739130435
-122.8642853,38.0705092,"bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Zonotrichia leucophrys",2009,5,18,9176,"Zonotrichia leucophrys","life",18,3,4,"3 4",0.689855072463768,0.695652173913043,0.695652173913043,0.756521739130435
-122.8642853,38.0705092,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Plantaginaceae","Digitalis","Digitalis purpurea",2009,5,18,53983,"Digitalis purpurea","life",18,3,4,"3 4",0.689855072463768,0.695652173913043,0.695652173913043,0.756521739130435
-122.949821,38.118947,"plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Cerastium","Cerastium arvense",2011,4,15,50845,"Cerastium arvense","life",15,2,5,"2 5",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.9507124424,38.1188787883,"plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Calochortus","Calochortus tolmiei",2011,4,15,50840,"Calochortus tolmiei","life",15,2,5,"2 5",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.951087,38.118485,"plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus bicolor",2011,4,15,50614,"Lupinus bicolor","life",15,2,5,"2 5",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.882616,38.027394,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Castilleja","Castilleja ambigua",2011,4,15,60738,"Castilleja ambigua","life",15,3,3,"3 3",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.950508,38.118755,"plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Sisyrinchium","Sisyrinchium bellum",2011,4,15,49918,"Sisyrinchium bellum","life",15,2,5,"2 5",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.951087,38.119059,"plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Nemophila","Nemophila menziesii",2011,4,15,50648,"Nemophila menziesii","life",15,2,5,"2 5",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.947375,38.118265,"plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus spectabilis",2011,4,15,47543,"Rubus spectabilis","life",15,2,5,"2 5",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.965722,38.204346,"invertebrate","Animalia","Arthropoda","Insecta","Diptera","Cecidomyiidae","Rhopalomyia","Rhopalomyia californica",2009,1,15,55698,"Rhopalomyia californica","life",15,2,6,"2 6",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.940117,38.122192,"plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Cirsium","Cirsium quercetorum",2009,7,15,60954,"Cirsium quercetorum","life",15,2,5,"2 5",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.951554,38.118529,"plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Crassulaceae","Dudleya","Dudleya farinosa",2010,7,15,51889,"Dudleya farinosa","life",15,2,5,"2 5",0.921739130434783,0.915942028985507,0.91304347826087,0.895652173913044
-122.8010101318,38.019241333,"plant","Plantae","Pteridophyta","Filicopsida","Polypodiales","Polypodiaceae","Polypodium","Polypodium scouleri",2011,6,28,64288,"Polypodium scouleri","life",28,4,3,"4 3",0.269565217391304,0.194202898550725,0.0231884057971015,0.397101449275362
-122.9397201538,38.1222915649,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Castilleja","Castilleja exserta",2011,7,1,61109,"Castilleja exserta","life",1,2,5,"2 5",0.979710144927536,0.979710144927536,0.985507246376812,0.985507246376812
-122.9508743286,38.1192741394,"plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Araliaceae","Hydrocotyle","Hydrocotyle ranunculoides",2011,7,1,60951,"Hydrocotyle ranunculoides","life",1,2,5,"2 5",0.979710144927536,0.979710144927536,0.985507246376812,0.985507246376812
-122.9511642456,38.1196365356,"plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Ambrosia","Ambrosia chamissonis",2011,7,1,71135,"Ambrosia chamissonis","life",1,2,5,"2 5",0.979710144927536,0.979710144927536,0.985507246376812,0.985507246376812
-122.944364,38.118672,"plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Montiaceae","Claytonia","Claytonia sibirica",2011,7,1,55767,"Claytonia sibirica","life",1,2,5,"2 5",0.979710144927536,0.979710144927536,0.985507246376812,0.985507246376812
-122.944356,38.118669,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Erythranthe","Erythranthe moschata",2011,7,1,453644,"Erythranthe moschata","life",1,2,5,"2 5",0.979710144927536,0.979710144927536,0.985507246376812,0.985507246376812
-122.951014,38.119386,"plant","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Onagraceae","Camissoniopsis","Camissoniopsis cheiranthifolia",2011,7,1,75976,"Camissoniopsis cheiranthifolia","life",1,2,5,"2 5",0.979710144927536,0.979710144927536,0.985507246376812,0.985507246376812
-122.951025,38.11938,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Monardella","Monardella sinuata",2011,7,1,80039,"Monardella sinuata","life",1,2,5,"2 5",0.979710144927536,0.979710144927536,0.985507246376812,0.985507246376812
