"decimalLongitude","decimalLatitude","category","kingdom","phylum","class","order","family","genus","speciesFixed","year","month","hour","userNumber","original.inat.taxonID","id","species","root","user","xbin","ybin","geo_bin","user_obs","user_spp","user_visits","user_locations","obs_id"
-122.5745697021,37.9060592651,"plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Melanthiaceae","Toxicoscordion","Toxicoscordion fremontii",2009,2,18,1,49649,1610,"Toxicoscordion fremontii","life",1,3,4,"3 4",0.990373044524669,0.991576413959085,0.990373044524669,0.984356197352587,11
-122.5968170166,37.9070320129,"plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Scoliopus","Scoliopus bigelovii",2009,2,16,1,48990,1619,"Scoliopus bigelovii","life",1,3,4,"3 4",0.990373044524669,0.991576413959085,0.990373044524669,0.984356197352587,12
-122.5891418457,37.9092483521,"plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rhamnaceae","Ceanothus","Ceanothus cuneatus",2009,2,15,1,49673,1621,"Ceanothus cuneatus","life",1,3,4,"3 4",0.990373044524669,0.991576413959085,0.990373044524669,0.984356197352587,13
-122.5877456665,37.9103813171,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Orobanchaceae","Pedicularis","Pedicularis densiflora",2009,2,15,1,49645,1622,"Pedicularis densiflora","life",1,3,4,"3 4",0.990373044524669,0.991576413959085,0.990373044524669,0.984356197352587,14
-122.5888366699,37.9036941528,"invertebrate","Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Hippodamia","Hippodamia convergens",2009,2,17,1,48987,1623,"Hippodamia convergens","life",1,3,4,"3 4",0.990373044524669,0.991576413959085,0.990373044524669,0.984356197352587,15
-122.5888977051,37.9036445618,"plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Scoliopus","Scoliopus bigelovii",2009,2,17,1,48990,1624,"Scoliopus bigelovii","life",1,3,4,"3 4",0.990373044524669,0.991576413959085,0.990373044524669,0.984356197352587,16
-122.5893325806,37.9038619995,"plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Melanthiaceae","Trillium","Trillium ovatum",2009,2,16,1,49463,1625,"Trillium ovatum","life",1,3,4,"3 4",0.990373044524669,0.991576413959085,0.990373044524669,0.984356197352587,17
-122.5921783447,37.9042396545,"plant","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Cardamine","Cardamine californica",2009,2,16,1,49651,1626,"Cardamine californica","life",1,3,4,"3 4",0.990373044524669,0.991576413959085,0.990373044524669,0.984356197352587,18
-122.5954437256,37.9062309265,"plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Scoliopus","Scoliopus bigelovii",2009,2,16,1,48990,1627,"Scoliopus bigelovii","life",1,3,4,"3 4",0.990373044524669,0.991576413959085,0.990373044524669,0.984356197352587,19
-122.516242981,37.5203895569,"invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Rostangidae","Rostanga","Rostanga pulchra",2008,2,14,1,47473,1689,"Rostanga pulchra","life",1,3,2,"3 2",0.990373044524669,0.991576413959085,0.990373044524669,0.984356197352587,20
-122.5163269043,37.5203704834,"invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Fionidae","Abronica","Abronica abronia",2007,3,14,1,544324,2060,"Abronica abronia","life",1,3,2,"3 2",0.990373044524669,0.991576413959085,0.990373044524669,0.984356197352587,21
-122.5168533325,37.5208053589,"invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Panopeidae","Lophopanopeus","Lophopanopeus bellus",2009,3,9,1,50818,2187,"Lophopanopeus bellus","life",1,3,2,"3 2",0.990373044524669,0.991576413959085,0.990373044524669,0.984356197352587,22
-122.5168838501,37.5207443237,"invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Dorididae","Doris","Doris montereyensis",2009,3,9,1,47469,2188,"Doris montereyensis","life",1,3,2,"3 2",0.990373044524669,0.991576413959085,0.990373044524669,0.984356197352587,23
-122.5168533325,37.5206184387,"invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Dotidae","Doto","Doto amyra",2009,3,9,1,47655,2189,"Doto amyra","life",1,3,2,"3 2",0.990373044524669,0.991576413959085,0.990373044524669,0.984356197352587,24
-122.5161819458,37.5200767517,"invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Discodorididae","Diaulula","Diaulula sandiegensis",2009,3,8,1,508884,2190,"Diaulula sandiegensis","life",1,3,2,"3 2",0.990373044524669,0.991576413959085,0.990373044524669,0.984356197352587,25
-122.5161895752,37.520198822,"invertebrate","Animalia","Mollusca","Gastropoda","Nudibranchia","Rostangidae","Rostanga","Rostanga pulchra",2009,3,7,1,47473,2191,"Rostanga pulchra","life",1,3,2,"3 2",0.990373044524669,0.991576413959085,0.990373044524669,0.984356197352587,26
-122.5164031982,37.5204200745,"invertebrate","Animalia","Echinodermata","Holothuroidea","Dendrochirotida","Psolidae","Lissothuria","Lissothuria nutriens",2008,2,14,1,49484,2831,"Lissothuria nutriens","life",1,3,2,"3 2",0.990373044524669,0.991576413959085,0.990373044524669,0.984356197352587,27
-122.518264,37.522765,"invertebrate","Animalia","Mollusca","Polyplacophora","Chitonida","Tonicellidae","Tonicella","Tonicella lokii",2008,2,13,1,50886,3072,"Tonicella lokii","life",1,3,2,"3 2",0.990373044524669,0.991576413959085,0.990373044524669,0.984356197352587,28
-122.5146865845,37.5174102783,"invertebrate","Animalia","Mollusca","Polyplacophora","Chitonida","Tonicellidae","Tonicella","Tonicella lineata",2008,2,15,1,47425,3073,"Tonicella lineata","life",1,3,2,"3 2",0.990373044524669,0.991576413959085,0.990373044524669,0.984356197352587,29
-122.7914886475,38.0412902832,"mammal","Animalia","Chordata","Mammalia","Carnivora","Felidae","Lynx","Lynx rufus",2009,8,18,1,41976,3192,"Lynx rufus","life",1,2,5,"2 5",0.990373044524669,0.991576413959085,0.990373044524669,0.984356197352587,30
-122.2814407349,37.4617233276,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus","Mimulus douglasii",2010,3,13,1,54486,5911,"Mimulus douglasii","life",1,5,1,"5 1",0.990373044524669,0.991576413959085,0.990373044524669,0.984356197352587,31
-122.2820968628,37.46301651,"plant","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Onagraceae","Tetrapteron","Tetrapteron graciliflorum",2010,3,13,1,79338,5912,"Tetrapteron graciliflorum","life",1,5,1,"5 1",0.990373044524669,0.991576413959085,0.990373044524669,0.984356197352587,32
-122.2822341919,37.462928772,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus","Mimulus douglasii",2010,3,13,1,54486,5913,"Mimulus douglasii","life",1,5,1,"5 1",0.990373044524669,0.991576413959085,0.990373044524669,0.984356197352587,33
-122.2863388062,37.4641036987,"fungi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita velosa",2010,3,12,1,51314,5915,"Amanita velosa","life",1,5,1,"5 1",0.990373044524669,0.991576413959085,0.990373044524669,0.984356197352587,34
-122.2825469971,37.4643363953,"plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Orchidaceae","Corallorhiza","Corallorhiza striata",2010,3,14,1,50708,5938,"Corallorhiza striata","life",1,5,1,"5 1",0.990373044524669,0.991576413959085,0.990373044524669,0.984356197352587,35
-122.6083526611,37.9049263,"plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Orchidaceae","Calypso","Calypso bulbosa",2010,3,13,1,47215,6220,"Calypso bulbosa","life",1,3,4,"3 4",0.990373044524669,0.991576413959085,0.990373044524669,0.984356197352587,36
-122.6129226685,37.8961601257,"plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Prosartes","Prosartes smithii",2010,3,16,1,57506,6225,"Prosartes smithii","life",1,3,4,"3 4",0.990373044524669,0.991576413959085,0.990373044524669,0.984356197352587,37
-122.6152496338,37.8950004578,"plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus spectabilis",2010,3,16,1,47543,6226,"Rubus spectabilis","life",1,3,4,"3 4",0.990373044524669,0.991576413959085,0.990373044524669,0.984356197352587,38
-122.6203231812,37.8925514221,"plant","Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Adoxaceae","Sambucus","Sambucus racemosa",2010,3,15,1,57824,6227,"Sambucus racemosa","life",1,3,4,"3 4",0.990373044524669,0.991576413959085,0.990373044524669,0.984356197352587,39
-122.6256103516,37.9030380249,"plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Orchidaceae","Corallorhiza","Corallorhiza maculata",2010,3,14,1,49475,6228,"Corallorhiza maculata","life",1,3,4,"3 4",0.990373044524669,0.991576413959085,0.990373044524669,0.984356197352587,40
-122.4862136841,37.5656166077,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Lepechinia","Lepechinia calycina",2010,5,14,1,57114,7359,"Lepechinia calycina","life",1,4,2,"4 2",0.990373044524669,0.991576413959085,0.990373044524669,0.984356197352587,41
-122.4497070313,37.6122741699,"plant","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron diversilobum",2010,12,NA,7,51080,9294,"Toxicodendron diversilobum","life",7,4,2,"4 2",0.993983152827918,0.996389891696751,0.993983152827918,0.998796630565584,42
-122.4509963989,37.6105041504,"plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Eriodictyon","Eriodictyon californicum",2010,12,NA,7,57095,9297,"Eriodictyon californicum","life",7,4,2,"4 2",0.993983152827918,0.996389891696751,0.993983152827918,0.998796630565584,43
-122.4583740234,37.6056785583,"plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Acaena","Acaena pinnatifida",2010,12,NA,7,61224,9298,"Acaena pinnatifida","life",7,4,2,"4 2",0.993983152827918,0.996389891696751,0.993983152827918,0.998796630565584,44
-122.456703186,37.6139602661,"plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Eriophyllum","Eriophyllum staechadifolium",2010,12,NA,7,60963,9299,"Eriophyllum staechadifolium","life",7,4,2,"4 2",0.993983152827918,0.996389891696751,0.993983152827918,0.998796630565584,45
-122.4507369995,37.6119346619,"plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Holodiscus","Holodiscus discolor",2010,12,NA,7,53414,9303,"Holodiscus discolor","life",7,4,2,"4 2",0.993983152827918,0.996389891696751,0.993983152827918,0.998796630565584,46
-122.4498977661,37.6124038696,"plant","Plantae","Equisetophyta","Equisetopsida","Equisetales","Equisetaceae","Equisetum","Equisetum hyemale",2010,12,NA,7,53910,9304,"Equisetum hyemale","life",7,4,2,"4 2",0.993983152827918,0.996389891696751,0.993983152827918,0.998796630565584,47
-122.4563369751,37.6085624695,"plant","Plantae","Pteridophyta","Filicopsida","Polypodiales","Polypodiaceae","Polypodium","Polypodium scouleri",2010,12,NA,7,64288,9306,"Polypodium scouleri","life",7,4,2,"4 2",0.993983152827918,0.996389891696751,0.993983152827918,0.998796630565584,48
-122.4524765015,37.6168899536,"plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rhamnaceae","Ceanothus","Ceanothus thyrsiflorus",2010,12,NA,7,56617,9311,"Ceanothus thyrsiflorus","life",7,4,2,"4 2",0.993983152827918,0.996389891696751,0.993983152827918,0.998796630565584,49
-122.4527511597,37.6173591614,"mammal","Animalia","Chordata","Mammalia","Lagomorpha","Leporidae","Sylvilagus","Sylvilagus bachmani",2010,12,NA,7,43112,9313,"Sylvilagus bachmani","life",7,4,2,"4 2",0.993983152827918,0.996389891696751,0.993983152827918,0.998796630565584,50
-122.4509735107,37.611656189,"plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rhamnaceae","Rhamnus","Rhamnus crocea",2010,12,NA,7,57243,9314,"Rhamnus crocea","life",7,4,2,"4 2",0.993983152827918,0.996389891696751,0.993983152827918,0.998796630565584,51
-122.4505691528,37.6133613586,"plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Grossulariaceae","Ribes","Ribes menziesii",2010,12,NA,7,52687,9316,"Ribes menziesii","life",7,4,2,"4 2",0.993983152827918,0.996389891696751,0.993983152827918,0.998796630565584,52
-122.4585037231,37.6048736572,"plant","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Heracleum","Heracleum maximum",2010,12,NA,7,53094,9317,"Heracleum maximum","life",7,4,2,"4 2",0.993983152827918,0.996389891696751,0.993983152827918,0.998796630565584,53
-122.4587020874,37.6075363159,"plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Vaccinium ovatum",2010,12,NA,7,48349,9318,"Vaccinium ovatum","life",7,4,2,"4 2",0.993983152827918,0.996389891696751,0.993983152827918,0.998796630565584,54
-122.4511642456,37.610710144,"plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Prunus","Prunus ilicifolia",2010,12,NA,7,57250,9319,"Prunus ilicifolia","life",7,4,2,"4 2",0.993983152827918,0.996389891696751,0.993983152827918,0.998796630565584,55
-122.4534835815,37.6105041504,"plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Cirsium","Cirsium vulgare",2010,12,NA,7,52989,9320,"Cirsium vulgare","life",7,4,2,"4 2",0.993983152827918,0.996389891696751,0.993983152827918,0.998796630565584,56
-122.4603042603,37.6100158691,"plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Crassulaceae","Dudleya","Dudleya farinosa",2010,12,NA,7,51889,9321,"Dudleya farinosa","life",7,4,2,"4 2",0.993983152827918,0.996389891696751,0.993983152827918,0.998796630565584,57
-122.4520263672,37.6093482971,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus","Mimulus aurantiacus",2010,12,NA,7,48858,9322,"Mimulus aurantiacus","life",7,4,2,"4 2",0.993983152827918,0.996389891696751,0.993983152827918,0.998796630565584,58
-122.4818730354,37.8276905511,"bird","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Zonotrichia","Zonotrichia leucophrys",2010,12,NA,7,9176,9507,"Zonotrichia leucophrys","life",7,4,4,"4 4",0.993983152827918,0.996389891696751,0.993983152827918,0.998796630565584,59
-122.4812078476,37.8300022952,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus","Mimulus aurantiacus",2010,12,NA,7,48858,9543,"Mimulus aurantiacus","life",7,4,4,"4 4",0.993983152827918,0.996389891696751,0.993983152827918,0.998796630565584,60
-122.454922,37.805816,"plant","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","Lupinus chamissonis",2008,4,15,15,61011,11463,"Lupinus chamissonis","life",15,4,4,"4 4",0.884476534296029,0.89410348977136,0.937424789410349,0.967509025270758,61
-122.4522829056,37.6146529515,"plant","Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","Eriodictyon","Eriodictyon californicum",2010,6,8,15,57095,11470,"Eriodictyon californicum","life",15,4,2,"4 2",0.884476534296029,0.89410348977136,0.937424789410349,0.967509025270758,62
-122.4539995193,37.6108454493,"plant","Plantae","Magnoliophyta","Magnoliopsida","Malvales","Malvaceae","Sidalcea","Sidalcea malviflora",2010,6,10,15,48795,11471,"Sidalcea malviflora","life",15,4,2,"4 2",0.884476534296029,0.89410348977136,0.937424789410349,0.967509025270758,63
-122.4520683289,37.615455221,"plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Orchidaceae","Piperia","Piperia elegans",2009,8,13,15,132362,11472,"Piperia elegans","life",15,4,2,"4 2",0.884476534296029,0.89410348977136,0.937424789410349,0.967509025270758,64
-122.4531841278,37.6181067305,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Lamiaceae","Monardella","Monardella villosa",2010,6,8,15,52181,11474,"Monardella villosa","life",15,4,2,"4 2",0.884476534296029,0.89410348977136,0.937424789410349,0.967509025270758,65
-122.4532699585,37.6181067305,"plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Calochortus","Calochortus albus",2010,6,9,15,51315,11475,"Calochortus albus","life",15,4,2,"4 2",0.884476534296029,0.89410348977136,0.937424789410349,0.967509025270758,66
-122.4532699585,37.6185826325,"plant","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron diversilobum",2007,8,13,15,51080,11476,"Toxicodendron diversilobum","life",15,4,2,"4 2",0.884476534296029,0.89410348977136,0.937424789410349,0.967509025270758,67
-122.4780750275,37.5764875281,"plant","Plantae","Magnoliophyta","Magnoliopsida","Saxifragales","Grossulariaceae","Ribes","Ribes sanguineum",2011,2,NA,14,53436,11676,"Ribes sanguineum","life",14,4,2,"4 2",0.524669073405535,0.547533092659446,0.670276774969916,0.672683513838749,68
-122.4789762497,37.5767086066,"plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Vaccinium","Vaccinium ovatum",2011,2,NA,14,48349,11677,"Vaccinium ovatum","life",14,4,2,"4 2",0.524669073405535,0.547533092659446,0.670276774969916,0.672683513838749,69
-122.4906743801,37.7922800216,"plant","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Erysimum","Erysimum franciscanum",2011,2,14,15,57402,11840,"Erysimum franciscanum","life",15,3,4,"3 4",0.884476534296029,0.89410348977136,0.937424789410349,0.967509025270758,70
-122.4338293076,37.8061899056,"plants","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","Undaria","Undaria pinnatifida",2009,5,NA,24,68786,13556,"Undaria pinnatifida","life",24,4,4,"4 4",0.967509025270758,0.975932611311673,0.968712394705174,0.962695547533093,71
-122.7237843,38.0247079,"plant","Plantae","Magnoliophyta","Magnoliopsida","Myrtales","Onagraceae","Clarkia","Clarkia concinna",2010,5,NA,24,51854,13636,"Clarkia concinna","life",24,2,5,"2 5",0.967509025270758,0.975932611311673,0.968712394705174,0.962695547533093,72
-122.7237843,38.0247079,"plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Ranunculaceae","Aquilegia","Aquilegia formosa",2010,5,NA,24,48244,13637,"Aquilegia formosa","life",24,2,5,"2 5",0.967509025270758,0.975932611311673,0.968712394705174,0.962695547533093,73
-122.471996005,37.8092437899,"plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Calochortus","Calochortus umbellatus",2011,4,12,24,51054,13943,"Calochortus umbellatus","life",24,4,4,"4 4",0.967509025270758,0.975932611311673,0.968712394705174,0.962695547533093,74
-122.4992752075,37.5014530336,"plant","Plantae","Magnoliophyta","Magnoliopsida","Malvales","Malvaceae","Sidalcea","Sidalcea malviflora",2011,4,NA,27,48795,14656,"Sidalcea malviflora","life",27,3,2,"3 2",0.37424789410349,0.356197352587244,0.0794223826714802,0.265944645006017,75
-122.4991035461,37.5018275427,"plant","Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rosaceae","Fragaria","Fragaria chiloensis",2011,4,NA,27,55367,14657,"Fragaria chiloensis","life",27,3,2,"3 2",0.37424789410349,0.356197352587244,0.0794223826714802,0.265944645006017,76
-122.4306793213,37.8575172424,"plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Montiaceae","Claytonia","Claytonia perfoliata",2011,4,12,28,52994,14758,"Claytonia perfoliata","life",28,4,4,"4 4",0.903730445246691,0.879663056558363,0.815884476534296,0.873646209386282,77
-122.4253005981,37.8680419922,"plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Iris","Iris douglasiana",2011,4,13,28,50854,14762,"Iris douglasiana","life",28,4,4,"4 4",0.903730445246691,0.879663056558363,0.815884476534296,0.873646209386282,78
-122.4318389893,37.8696746826,"plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Ericaceae","Arbutus","Arbutus menziesii",2011,4,14,28,51046,14763,"Arbutus menziesii","life",28,4,4,"4 4",0.903730445246691,0.879663056558363,0.815884476534296,0.873646209386282,79
-122.4788589478,37.8223266602,"plant","Plantae","Magnoliophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus agrifolia",2011,4,12,28,47850,14767,"Quercus agrifolia","life",28,4,4,"4 4",0.903730445246691,0.879663056558363,0.815884476534296,0.873646209386282,80
-122.4383010864,37.8568267822,"plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Sisyrinchium","Sisyrinchium bellum",2011,4,12,28,49918,14768,"Sisyrinchium bellum","life",28,4,4,"4 4",0.903730445246691,0.879663056558363,0.815884476534296,0.873646209386282,81
-122.43775177,37.8571624756,"plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Papaveraceae","Eschscholzia","Eschscholzia californica",2011,4,12,28,48225,14769,"Eschscholzia californica","life",28,4,4,"4 4",0.903730445246691,0.879663056558363,0.815884476534296,0.873646209386282,82
-122.6107881,37.8890472,"plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Scoliopus","Scoliopus bigelovii",2010,3,NA,24,48990,15538,"Scoliopus bigelovii","life",24,3,4,"3 4",0.967509025270758,0.975932611311673,0.968712394705174,0.962695547533093,83
-122.612421,37.909575,"plant","Plantae","Magnoliophyta","Magnoliopsida","Ericales","Polemoniaceae","Gilia","Gilia clivorum",2009,4,13,15,56630,15572,"Gilia clivorum","life",15,3,4,"3 4",0.884476534296029,0.89410348977136,0.937424789410349,0.967509025270758,84
-122.6798207935,37.9414800166,"plant","Plantae","Pinophyta","Pinopsida","Pinales","Cupressaceae","Cupressus","Cupressus sargentii",2008,12,12,15,83149,15577,"Cupressus sargentii","life",15,2,5,"2 5",0.884476534296029,0.89410348977136,0.937424789410349,0.967509025270758,85
-122.5379257202,37.8585128784,"plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Baccharis","Baccharis pilularis",2011,5,11,24,53359,16510,"Baccharis pilularis","life",24,3,4,"3 4",0.967509025270758,0.975932611311673,0.968712394705174,0.962695547533093,86
-122.53881073,37.8577232361,"mammal","Animalia","Chordata","Mammalia","Carnivora","Felidae","Lynx","Lynx rufus",2011,5,11,24,41976,16511,"Lynx rufus","life",24,3,4,"3 4",0.967509025270758,0.975932611311673,0.968712394705174,0.962695547533093,87
-122.5398788452,37.8497581482,"plant","Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","Sisyrinchium","Sisyrinchium californicum",2011,5,12,24,60550,16512,"Sisyrinchium californicum","life",24,3,4,"3 4",0.967509025270758,0.975932611311673,0.968712394705174,0.962695547533093,88
-122.5401611328,37.8495674133,"plant","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Phrymaceae","Mimulus","Mimulus guttatus",2011,5,12,24,48014,16513,"Mimulus guttatus","life",24,3,4,"3 4",0.967509025270758,0.975932611311673,0.968712394705174,0.962695547533093,89
-122.5408706665,37.8492355347,"plant","Plantae","Magnoliophyta","Magnoliopsida","Geraniales","Geraniaceae","Erodium","Erodium botrys",2011,5,12,24,57090,16514,"Erodium botrys","life",24,3,4,"3 4",0.967509025270758,0.975932611311673,0.968712394705174,0.962695547533093,90
-122.5456314087,37.8492050171,"plant","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Pseudognaphalium","Pseudognaphalium californicum",2011,5,12,24,53077,16515,"Pseudognaphalium californicum","life",24,3,4,"3 4",0.967509025270758,0.975932611311673,0.968712394705174,0.962695547533093,91
-122.5404205322,37.849319458,"plant","Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Rumex acetosella",2011,5,13,24,53195,16519,"Rumex acetosella","life",24,3,4,"3 4",0.967509025270758,0.975932611311673,0.968712394705174,0.962695547533093,92
-122.5359573364,37.8604202271,"bird","Animalia","Chordata","Aves","Galliformes","Odontophoridae","Callipepla","Callipepla californica",2011,5,13,24,1409,16523,"Callipepla californica","life",24,3,4,"3 4",0.967509025270758,0.975932611311673,0.968712394705174,0.962695547533093,93
-122.2822093964,37.4623235089,"plant","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Papaveraceae","Platystemon","Platystemon californicus",2011,4,NA,14,51288,16856,"Platystemon californicus","life",14,5,1,"5 1",0.524669073405535,0.547533092659446,0.670276774969916,0.672683513838749,94
-122.290545,37.467596,"plant","Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","Calochortus","Calochortus argillosus",2010,6,12,15,64330,17438,"Calochortus argillosus","life",15,5,1,"5 1",0.884476534296029,0.89410348977136,0.937424789410349,0.967509025270758,95
